theme3_id,theme_label,target_mode,claim_type_mode,category_mode,falsifiability_tier_mode,first_date,last_date,claim_occurrences,c2_clusters_merged,horizon_values,goalpost_shift_candidate_theme,goalpost_shift_flag,goalpost_shift_score,horizon_shift_type,certainty_shift,status_at_eval,confidence,as_of_date,reason,sources,representative_quote,cluster2_ids,source_urls
theme3_b0820e15e283,regulation_policy,regulation,descriptive,capability,tier_2,2023-11-20,2025-12-13,6,6,,no,no,0,none,stable,mixed,medium,2026-03-02,"Regulatory rollout is real (EU AI Act timetable), but many policy-effect claims remain open and jurisdiction-specific.",https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-113,"The schisms on display there highlight the fact that we cannot rely purely on the companies to self-regulate AI, wherein even their own internal governance can be deeply conflicted.",cluster2_02d29a221c41;cluster2_3957ce962c19;cluster2_4936d6eeff04;cluster2_67c020f6b6eb;cluster2_dcfeb9f67d60;cluster2_e7a75c4d7556,https://garymarcus.substack.com/p/a-deeply-implausible-premise-is-behind;https://garymarcus.substack.com/p/open-letter-to-all-eu-leaders;https://garymarcus.substack.com/p/the-desperate-race-to-save-generative;https://garymarcus.substack.com/p/the-misguided-backlash-against-californias;https://garymarcus.substack.com/p/two-visions-of-ais-future
theme3_5050e9c2cf3b,safety_alignment,regulation,descriptive,technical_assessment,tier_2,2023-06-08,2026-02-01,5,5,,no,no,0,none,stable,mixed,medium,2026-03-02,"Safety evidence is bidirectional: capabilities/safeguards improved, but documented residual risk remains.",https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,"We would never leave the pharmaceutical industry to entirely self-regulate itself, and we shouldn’t leave AI to do so, either.",cluster2_5f80d701097a;cluster2_614bae93ae1b;cluster2_ba7cbfcacafb;cluster2_fead9e87127d;cluster2_ff49e921456d,https://garymarcus.substack.com/p/automatic-disinformation-threatens;https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness;https://garymarcus.substack.com/p/give-me-compromise-or-give-me-chaos;https://garymarcus.substack.com/p/openclaw-aka-moltbot-is-everywhere;https://garymarcus.substack.com/p/two-models-of-ai-oversight-and-how
theme3_68780a9144b2,regulation_policy,llms,predictive,prediction,tier_2,2023-03-12,2025-11-27,5,5,,no,no,0,none,stable,mixed,medium,2026-03-02,"Regulatory rollout is real (EU AI Act timetable), but many policy-effect claims remain open and jurisdiction-specific.",https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-113,"Furthermore, since this is a matter of principle, irremediable, if they improve their performance for language it only reveals more clearly their fundamental and irremediable flaws, since by the same token they will improve their performance for impossible systems.” For elaboration., see my earlier essay Chomsky and GPT-3, The Road to AI We Can Trust Noam Chomsky and GPT-3 “You can’t go to a physics conference and say: I’ve got a great theory.",cluster2_21c3d484f9ed;cluster2_50a8e9851315;cluster2_8222239b1e41;cluster2_91b8e5a6bd69;cluster2_9c1463221761,https://garymarcus.substack.com/p/caricaturing-noam-chomsky;https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance;https://garymarcus.substack.com/p/has-the-bailout-of-generative-ai;https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over;https://garymarcus.substack.com/p/what-scaling-does-and-doesnt-buy
theme3_b1a2bbb9ed57,safety_alignment,llms,descriptive,technical_assessment,tier_2,2023-02-14,2025-11-18,5,5,,no,no,1,none,softened,mixed,medium,2026-03-02,"Safety evidence is bidirectional: capabilities/safeguards improved, but documented residual risk remains.",https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,"When an LLM produces a sentence, you can't directly use that sentence to control stuff, unless you build another system to parse the sentences into actions.",cluster2_43f9d46a55b2;cluster2_7528d8d7243d;cluster2_7eeae4cad52e;cluster2_cfbcd6cd02e1;cluster2_ff903566a590,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread;https://garymarcus.substack.com/p/how-come-smart-assistants-have-virtually;https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic;https://garymarcus.substack.com/p/top-5-reasons-why-openai-was-probably;https://garymarcus.substack.com/p/what-could-possibly-go-wrong-with
theme3_35dcaa96810a,safety_alignment,openai,predictive,prediction,tier_1,2023-11-19,2024-08-23,4,4,2019-12-31,no,no,0,more_specific_over_time,stable,mixed,medium,2026-03-02,"Safety evidence is bidirectional: capabilities/safeguards improved, but documented residual risk remains.",https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,They may well get their way. 4 vital questions: 👉Will the nonprofit continue to exist? 👉What checks and balances will there be? 👉Where will this leave OpenAI with respect to safety? 👉Where will this leave humanity?,cluster2_1df91ebe1fd2;cluster2_b06afaa97de9;cluster2_e0da293833a4;cluster2_ebd6844e45f6,https://garymarcus.substack.com/p/as-the-openai-world-turns-4-vital;https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch;https://garymarcus.substack.com/p/openais-own-goal;https://garymarcus.substack.com/p/scoop-what-former-employees-of-openai
theme3_97d445ef04e0,hallucination_misinformation,general_ai,descriptive,capability,tier_2,2023-02-13,2023-08-28,4,4,,no,no,0,none,stable,supported,high,2026-03-02,"Cross-vendor documentation (OpenAI, Google Gemini, Anthropic) indicates hallucinations/errors still occur, though mitigations have improved.",https://openai.com/blog/why-language-models-hallucinate/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://support.google.com/gemini/answer/13594961;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf;https://support.anthropic.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,He's done really good work in experimental psychology but he's never written a peer-reviewed paper on AI”— which is simply false.,cluster2_14234e3f0b9f;cluster2_23e996fd8041;cluster2_26c69fbd193d;cluster2_b92f970c5190,https://garymarcus.substack.com/p/how-new-are-yann-lecuns-new-ideas;https://garymarcus.substack.com/p/the-new-sport-of-misrepresenting;https://garymarcus.substack.com/p/the-us-and-china-want-different-things;https://garymarcus.substack.com/p/what-if-generative-ai-turned-out
theme3_bf5474b08c03,hallucination_misinformation,ai_safety,descriptive,technical_assessment,tier_3,2023-03-11,2025-11-18,4,4,,no,no,0,none,stable,supported,high,2026-03-02,"Cross-vendor documentation (OpenAI, Google Gemini, Anthropic) indicates hallucinations/errors still occur, though mitigations have improved.",https://openai.com/blog/why-language-models-hallucinate/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://support.google.com/gemini/answer/13594961;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf;https://support.anthropic.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,Chat-style search’s tendency to hallucinate is likely to accidentally produce medical misinformation.,cluster2_be58541af130;cluster2_eb7d8c8f019a;cluster2_ec2cf1d0b43b;cluster2_f8947344e144,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread;https://garymarcus.substack.com/p/stop-treating-ai-models-like-people;https://garymarcus.substack.com/p/the-long-shadow-of-gpt;https://garymarcus.substack.com/p/what-will-the-candidates-say-about
theme3_1f57bba83c5b,hallucination_misinformation,regulation,descriptive,technical_assessment,tier_3,2023-07-08,2024-12-08,3,3,,no,no,0,none,hardened,supported,high,2026-03-02,"Cross-vendor documentation (OpenAI, Google Gemini, Anthropic) indicates hallucinations/errors still occur, though mitigations have improved.",https://openai.com/blog/why-language-models-hallucinate/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://support.google.com/gemini/answer/13594961;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf;https://support.anthropic.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"Many of us have also become worried about the possibility of regulatory capture , and whether shrewd executives at the major tech companies might induce governments to alight on regulation that ultimately does more harm than good, keeping out smaller players, and entrenching Big Tech’s own status, while doing little to address the underlying risks, such as around misinformation and cybercrime.",cluster2_5d86034182c7;cluster2_7f1e7c8e0e8c;cluster2_d87809b33ce1,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted;https://garymarcus.substack.com/p/jumpstarting-ai-governance;https://garymarcus.substack.com/p/what-if-generative-ai-turned-out
theme3_2a82b0d65531,safety_alignment,general_ai,predictive,prediction,tier_3,2023-10-26,2025-05-22,3,2,,no,no,0,none,stable,mixed,medium,2026-03-02,"Safety evidence is bidirectional: capabilities/safeguards improved, but documented residual risk remains.",https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,"I don’t know when we will get to such machines, but I do know that we don’t have tons of controls over current AI, especially now that people can hook them up to TaskRabbit and real-world software APIs.",cluster2_1629c3724245;cluster2_8645fac9fb70,https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance;https://garymarcus.substack.com/p/ai-risk-agi-risk;https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
theme3_7e94375ad3bc,regulation_policy,general_ai,predictive,prediction,tier_3,2024-02-21,2025-04-17,3,3,2019-12-31,no,yes,2,less_specific_over_time,softened,mixed,medium,2026-03-02,"Regulatory rollout is real (EU AI Act timetable), but many policy-effect claims remain open and jurisdiction-specific.",https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-113,"The capacity to endow machines with the commonsense understanding of history, culture, and human values that would be required to make sensible guardrails has not. § In closing, I will repeat, perhaps not for the first time here, something prescient that Ernest Davis and I wrote at the end of Rebooting AI , on 2019: Gary Marcus keeps hoping that he will live to see an AI that is deeper than mere stochastic mimicry plus Band-Aids.",cluster2_5e890507c7c2;cluster2_9f9bfd52a4fe;cluster2_d2a4ed03395c,https://garymarcus.substack.com/p/dear-elon-musk-here-are-five-things;https://garymarcus.substack.com/p/has-google-gone-too-woke-why-even;https://garymarcus.substack.com/p/the-misguided-backlash-against-californias
theme3_84ad1984d6b1,hallucination_misinformation,openai,predictive,prediction,tier_2,2023-11-26,2025-12-01,3,3,,no,no,0,none,stable,supported,high,2026-03-02,"Cross-vendor documentation (OpenAI, Google Gemini, Anthropic) indicates hallucinations/errors still occur, though mitigations have improved.",https://openai.com/blog/why-language-models-hallucinate/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://support.google.com/gemini/answer/13594961;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf;https://support.anthropic.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"(And if the OpenAI staff leaves, nobody will offer much for what’s left over.) There has never been a solution to the hallucination problem, and it’s not clear that there will be until we find a new paradigm, as Altman himself partly acknowledged last week, when he did his best Gary Marcus impression .",cluster2_7b2739eefbc4;cluster2_806f90c5d70b;cluster2_e4292691b51f,https://garymarcus.substack.com/p/the-desperate-race-to-save-generative;https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt;https://garymarcus.substack.com/p/top-5-reasons-why-openai-was-probably
theme3_b801791847b6,safety_alignment,openai,descriptive,technical_assessment,tier_1,2024-05-26,2024-10-24,3,3,,no,no,1,none,softened,mixed,medium,2026-03-02,"Safety evidence is bidirectional: capabilities/safeguards improved, but documented residual risk remains.",https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,"OpenAI promised to devote 20% of its efforts to AI safety, but never delivered , according to a recent report by Jeremy Kahn at Fortune.",cluster2_7171e264b739;cluster2_9731bedc87e3;cluster2_9f52dbf3b8f3,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness;https://garymarcus.substack.com/p/what-should-we-learn-from-openais
theme3_cefbd7e78334,regulation_policy,llms,descriptive,technical_assessment,tier_2,2023-08-13,2026-01-06,3,3,,no,no,0,none,stable,mixed,medium,2026-03-02,"Regulatory rollout is real (EU AI Act timetable), but many policy-effect claims remain open and jurisdiction-specific.",https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-113,"A lawyer who used ChatGPT for legal research was excoriated by a judge, and basically had to promise, in writing, never to do so again in an unsupervised way.",cluster2_446eed0d8f6d;cluster2_706b8743785d;cluster2_7d2e98f1bc98,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic;https://garymarcus.substack.com/p/what-if-generative-ai-turned-out;https://garymarcus.substack.com/p/why-chatgpt-cant-be-trusted-with
theme3_d74dcfc359c8,safety_alignment,general_ai,descriptive,technical_assessment,tier_3,2023-03-18,2025-11-19,3,3,,no,no,0,none,hardened,mixed,medium,2026-03-02,"Safety evidence is bidirectional: capabilities/safeguards improved, but documented residual risk remains.",https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,"Here’s some first-class AI doublespeak, straight from the Ministry of Damage Control, mostly from just this past week: CNBC Headline Except when those wrong answers are not.",cluster2_3018ca55d793;cluster2_6efac2e4d22b;cluster2_6fc1a791be15,https://garymarcus.substack.com/p/dont-ride-this-bike-generative-ais;https://garymarcus.substack.com/p/mayday-the-white-house-is-attempting;https://garymarcus.substack.com/p/this-week-in-ai-doublespeak
theme3_d9446e6d7328,hallucination_misinformation,general_ai,predictive,prediction,tier_1,2023-02-09,2024-07-28,3,3,2023-12-31,no,no,1,less_specific_over_time,hardened,supported,high,2026-03-02,"Cross-vendor documentation (OpenAI, Google Gemini, Anthropic) indicates hallucinations/errors still occur, though mitigations have improved.",https://openai.com/blog/why-language-models-hallucinate/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://support.google.com/gemini/answer/13594961;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf;https://support.anthropic.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"I will always remember today (my birthday no less), February 8, 2023, as the day in which a chatbot-induced hallucination cost Alphabet $100 billion .",cluster2_0068b78a8af5;cluster2_3893716b5d02;cluster2_7c73dc024f3e,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt;https://garymarcus.substack.com/p/is-chatgpt-really-a-code-red-for;https://garymarcus.substack.com/p/oops-how-google-bombed-while-doing
theme3_1a14a35b5ae3,hallucination_misinformation,google,descriptive,technical_assessment,tier_2,2023-11-03,2025-10-16,2,2,,no,no,0,none,hardened,supported,high,2026-03-02,"Cross-vendor documentation (OpenAI, Google Gemini, Anthropic) indicates hallucinations/errors still occur, though mitigations have improved.",https://openai.com/blog/why-language-models-hallucinate/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://support.google.com/gemini/answer/13594961;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf;https://support.anthropic.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"Nobody knows for SURE that there are no serious possible consequences of open source AI, e.g in terms of bioweapons, misinformation generation etc, as Séb Krier at DeepMind nicely highlights above. 2.",cluster2_a33a1d9604c3;cluster2_db8de8127c82,https://garymarcus.substack.com/p/is-agi-the-right-goal-for-ai;https://garymarcus.substack.com/p/where-we-are-right-now-on-open-source
theme3_4d4c7585d973,regulation_policy,openai,predictive,prediction,tier_1,2024-02-06,2024-08-23,2,2,,no,no,0,none,stable,mixed,medium,2026-03-02,"Regulatory rollout is real (EU AI Act timetable), but many policy-effect claims remain open and jurisdiction-specific.",https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-113,"LLMs don’t store things in simple databases, but when presented with enough data, their regeneration of distributed bits has demonstrably duplicated lengthy training materials multiple times, a phenomenon that is called memorization in the field. 2 OpenAI will no doubt by now have filtered this specific example so that it can no longer be replicated, now that it has appeared in a lawsuit.",cluster2_318d5d179c5f;cluster2_9621db5a628f,https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest;https://garymarcus.substack.com/p/scoop-what-former-employees-of-openai
theme3_8e4a7ba67b7e,safety_alignment,llms,causal,technical_assessment,tier_1,2023-04-04,2025-06-23,2,2,near_term,no,no,1,less_specific_over_time,stable,mixed,medium,2026-03-02,"Safety evidence is bidirectional: capabilities/safeguards improved, but documented residual risk remains.",https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,"Documentation, reports, decision support -- all seem more useful in the near term.” Let’s use LLM’s where there can be help, and be cautious where they might cause harm.",cluster2_72ebd8947074;cluster2_a2733e6ac553,https://garymarcus.substack.com/p/llms-dishonest-unpredictable-and;https://garymarcus.substack.com/p/the-first-known-chatbot-associated
theme3_baac05bbb9c7,safety_alignment,tesla,predictive,prediction,tier_2,2023-02-13,2025-07-15,2,2,,no,no,1,none,softened,mixed,medium,2026-03-02,"Safety evidence is bidirectional: capabilities/safeguards improved, but documented residual risk remains.",https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,"Second, there was very little vision for how Tesla would build the cognitive part of the AI they will need, beyond the basics of motor control (which Boston Dynamics already does so well), nor much recognition about why robotics is so hard in the real world.",cluster2_7dea6b8e2a14;cluster2_9322bc482b25,https://garymarcus.substack.com/p/sub-optimal;https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
theme3_d1fa2955645a,hallucination_misinformation,llms,causal,prediction,tier_3,2024-02-06,2025-08-04,2,2,,no,no,0,none,hardened,supported,high,2026-03-02,"Cross-vendor documentation (OpenAI, Google Gemini, Anthropic) indicates hallucinations/errors still occur, though mitigations have improved.",https://openai.com/blog/why-language-models-hallucinate/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://support.google.com/gemini/answer/13594961;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf;https://support.anthropic.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"Hallucination errors in LLMs are not a problem, because people hallucinate, too.",cluster2_af41a1944010;cluster2_b9162075d79b,https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest;https://garymarcus.substack.com/p/slopocalypse-now
theme3_f099539befa0,hallucination_misinformation,meta,descriptive,technical_assessment,tier_1,2023-08-27,2024-04-06,2,2,2022-12-31,no,no,0,more_specific_over_time,hardened,supported,high,2026-03-02,"Cross-vendor documentation (OpenAI, Google Gemini, Anthropic) indicates hallucinations/errors still occur, though mitigations have improved.",https://openai.com/blog/why-language-models-hallucinate/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://support.google.com/gemini/answer/13594961;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf;https://support.anthropic.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"Unfortunately, LeCun gives us no hint as how to we might, and no guarantee that doing so is even possible. 2 When I think about how poor his company (Meta) is even at making LLMs that don’t hallucinate, I get worried.",cluster2_4a7deca387e0;cluster2_8b7b3eacddc2,https://garymarcus.substack.com/p/d28;https://garymarcus.substack.com/p/information-pollution-reaches-new
theme3_174bb7f1a1a1,regulation_policy,regulation,causal,prediction,tier_3,2024-06-28,2024-06-28,1,1,,no,no,0,none,stable,mixed,medium,2026-03-02,"Regulatory rollout is real (EU AI Act timetable), but many policy-effect claims remain open and jurisdiction-specific.",https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-113,"The markers that our next President puts down—about how much liability and responsibility companies will have, and about how the government keeps up with a rapidly changing technology— will have lasting impact. § The need for a President that speaks AI natively is more and more pressing because there has recently been a subtle shift in how the big tech companies are hyping AI.",cluster2_2ad7f8b1ba89,https://garymarcus.substack.com/p/the-need-for-a-president-that-speaks
theme3_419123be14a2,regulation_policy,general_ai,descriptive,technical_assessment,tier_2,2023-09-21,2023-09-21,1,1,,no,no,0,none,stable,mixed,medium,2026-03-02,"Regulatory rollout is real (EU AI Act timetable), but many policy-effect claims remain open and jurisdiction-specific.",https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-113,"I have been accused of trying to hype AI (certainly not my intention), people have miscontrued the letter as banning all AI research (which is not what it called for, and not something I would support), and so on .",cluster2_348d7e9a9513,https://garymarcus.substack.com/p/six-months-after-the-pause-letter
theme3_4cd923f75a30,safety_alignment,regulation,predictive,prediction,tier_3,2025-01-01,2025-01-01,1,1,,no,no,0,none,stable,mixed,medium,2026-03-02,"Safety evidence is bidirectional: capabilities/safeguards improved, but documented residual risk remains.",https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,"Profits from AI models will continue to be modest or nonexistent (chip-making companies will continue to do well though, in supplying hardware to the companies that build the models; shovels will continue to sell well throughout the gold rush.) The US will continue to have very little regulation protecting its consumers from the risks of generative AI.",cluster2_a703fcb5b101,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
theme3_5e564709c39c,regulation_policy,openai,descriptive,technical_assessment,tier_2,2025-05-22,2025-05-22,1,1,,no,no,0,none,stable,mixed,medium,2026-03-02,"Regulatory rollout is real (EU AI Act timetable), but many policy-effect claims remain open and jurisdiction-specific.",https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-113,"Sam Altman is laughing his way all the way to the bank. § Another political model – working with China, is never even considered.",cluster2_65cade629881,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
theme3_7e42adbbe8cc,hallucination_misinformation,agi,descriptive,technical_assessment,tier_2,2024-10-20,2024-10-20,1,1,,no,no,0,none,stable,supported,high,2026-03-02,"Cross-vendor documentation (OpenAI, Google Gemini, Anthropic) indicates hallucinations/errors still occur, though mitigations have improved.",https://openai.com/blog/why-language-models-hallucinate/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://support.google.com/gemini/answer/13594961;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf;https://support.anthropic.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"But then again, their products have always been served with large side order of bullshit, like when Sam said, apparently jokingly, that “AGI has been achieved internally”.",cluster2_fe84bf7dcb06,https://garymarcus.substack.com/p/is-openai-more-like-wework-or-theranos
theme3_884d8ba6d388,hallucination_misinformation,agi,predictive,prediction,tier_2,2023-11-17,2023-11-17,1,1,near_term,no,no,0,none,stable,supported,high,2026-03-02,"Cross-vendor documentation (OpenAI, Google Gemini, Anthropic) indicates hallucinations/errors still occur, though mitigations have improved.",https://openai.com/blog/why-language-models-hallucinate/;https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://support.google.com/gemini/answer/13594961;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf;https://support.anthropic.com/en/articles/8525154-claude-is-providing-incorrect-or-misleading-responses-what-s-going-on,"I had the temerity to argue, right in the middle of an AI explosion, that (a) scale was not everything; (ii) we had no serious solution to problems of compositionality (understanding whole in terms of their parts); (iii) hallucinations were not going away; (iv) reliability would continue to be a problem; (v) misinformation and factuality were unsolved and unlikely to be solved soon; and (vi) large language models would not get us to AGI and that we needed a new paradigm.",cluster2_d27a89f2e49d,https://garymarcus.substack.com/p/has-sam-altman-gone-full-gary-marcus
theme3_8cc71dd645bf,safety_alignment,microsoft,descriptive,technical_assessment,tier_3,2023-02-26,2023-02-26,1,1,,no,no,0,none,stable,mixed,medium,2026-03-02,"Safety evidence is bidirectional: capabilities/safeguards improved, but documented residual risk remains.",https://openai.com/blog/gpt-5-system-card/;https://openai.com/index/openai-o1-system-card/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://storage.googleapis.com/deepmind-media/Model-Cards/Gemini-3-Pro-Model-Card.pdf;https://www.anthropic.com/system-cards;https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,"A week after release, the chatbot - known internally within Microsoft as "" Sydney "" - was making entirely different headlines, this time for suggesting it would harm and blackmail users and wanted to escape its confines .",cluster2_47a85f87a090,https://garymarcus.substack.com/p/is-it-time-to-hit-the-pause-button
