theme3_id,theme_label,target_mode,chatgpt_status_at_eval,chatgpt_confidence,selected_claude_cluster_id,selected_match_confidence,bridge_confidence,mapping_status,manual_review,date_overlap_days,selected_match_rationale,candidate_count,candidate_clusters
theme3_8ac582808fb4,copyright_ip,general_ai,unresolved,medium,ai_copyright_infringement,high,high,mapped,no,1,Direct semantic match — training data IP issues,1,ai_copyright_infringement
theme3_9afbf59166e9,copyright_ip,llms,unresolved,medium,ai_copyright_infringement,high,high,mapped,no,894,Direct semantic match — training data IP issues,1,ai_copyright_infringement
theme3_b9f19c78c06d,copyright_ip,llms,unresolved,medium,ai_copyright_infringement,high,high,mapped,no,1,Direct semantic match — training data IP issues,1,ai_copyright_infringement
theme3_be469008f20d,copyright_ip,meta,unresolved,medium,ai_copyright_infringement,high,high,mapped,no,1,Direct semantic match — training data IP issues,1,ai_copyright_infringement
theme3_e35c4f9a12f0,copyright_ip,general_ai,untestable,high,ai_copyright_infringement,high,high,mapped,no,1,Direct semantic match — training data IP issues,1,ai_copyright_infringement
theme3_0b8a4f26a16f,hallucination_misinformation,google,untestable,high,hallucination_unsolvable,high,high,mapped,no,1,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_1a14a35b5ae3,hallucination_misinformation,google,supported,high,hallucination_unsolvable,high,high,mapped,no,714,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_1f57bba83c5b,hallucination_misinformation,regulation,supported,high,hallucination_unsolvable,high,high,mapped,no,520,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_2ea498a89294,hallucination_misinformation,general_ai,untestable,high,deepfakes_threaten_democracy,high,high,mapped,no,1105,Misinformation via AI-generated content (deepfakes/disinfo),4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_7e42adbbe8cc,hallucination_misinformation,agi,supported,high,hallucination_unsolvable,high,high,mapped,no,1,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_843083c99dae,hallucination_misinformation,llms,supported,high,hallucination_unsolvable,high,high,mapped,no,1020,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_847967e079b6,hallucination_misinformation,agi,untestable,high,hallucination_unsolvable,high,high,mapped,no,675,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_84ad1984d6b1,hallucination_misinformation,openai,supported,high,hallucination_unsolvable,high,high,mapped,no,737,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_884d8ba6d388,hallucination_misinformation,agi,supported,high,hallucination_unsolvable,high,high,mapped,no,1,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_8f587a704cfd,hallucination_misinformation,llms,untestable,high,hallucination_unsolvable,high,high,mapped,no,663,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_919f4cd32961,hallucination_misinformation,microsoft,untestable,high,hallucination_unsolvable,high,high,mapped,no,1,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_97d445ef04e0,hallucination_misinformation,general_ai,supported,high,deepfakes_threaten_democracy,high,high,mapped,no,197,Misinformation via AI-generated content (deepfakes/disinfo),4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_a49d43352868,hallucination_misinformation,openai,untestable,high,hallucination_unsolvable,high,high,mapped,no,1,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_a708e869f9a5,hallucination_misinformation,llms,supported,high,hallucination_unsolvable,high,high,mapped,no,1050,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_b9eb41933dd0,hallucination_misinformation,openai,supported,high,hallucination_unsolvable,high,high,mapped,no,1,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_bf5474b08c03,hallucination_misinformation,ai_safety,supported,high,hallucination_unsolvable,high,high,mapped,no,984,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_c0445b574603,hallucination_misinformation,general_ai,supported,high,deepfakes_threaten_democracy,high,high,mapped,no,1,Misinformation via AI-generated content (deepfakes/disinfo),4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_c20b717d1357,hallucination_misinformation,google,supported,high,hallucination_unsolvable,high,high,mapped,no,1,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_c34d7523982e,hallucination_misinformation,ai_safety,untestable,high,hallucination_unsolvable,high,high,mapped,no,1074,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_d1fa2955645a,hallucination_misinformation,llms,supported,high,hallucination_unsolvable,high,high,mapped,no,546,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_d9446e6d7328,hallucination_misinformation,general_ai,supported,high,deepfakes_threaten_democracy,high,high,mapped,no,534,Misinformation via AI-generated content (deepfakes/disinfo),4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_edacd814a9aa,hallucination_misinformation,ai_safety,supported,high,hallucination_unsolvable,high,high,mapped,no,1058,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_f099539befa0,hallucination_misinformation,meta,supported,high,hallucination_unsolvable,high,high,mapped,no,224,Direct match — hallucination as persistent/architectural problem,4,ai_media_coverage_uncritical;deepfakes_threaten_democracy;hallucination_unsolvable;llms_lack_self_correction
theme3_1229d1997f18,market_hype_bubble,llms,unresolved,medium,genai_bubble_will_burst,high,high,mapped,no,694,Direct match — AI market bubble thesis,4,ai_hype_cycle_parallels;ai_roi_disappointing;genai_bubble_will_burst;nvidia_vulnerable
theme3_17682cba7368,market_hype_bubble,microsoft,unresolved,medium,genai_bubble_will_burst,high,high,mapped,no,1,Direct match — AI market bubble thesis,4,ai_hype_cycle_parallels;ai_roi_disappointing;genai_bubble_will_burst;nvidia_vulnerable
theme3_1844084fccbe,market_hype_bubble,llms,unresolved,medium,genai_bubble_will_burst,high,high,mapped,no,219,Direct match — AI market bubble thesis,4,ai_hype_cycle_parallels;ai_roi_disappointing;genai_bubble_will_burst;nvidia_vulnerable
theme3_1ebd4ce067d9,market_hype_bubble,llms,untestable,high,genai_bubble_will_burst,high,high,mapped,no,1,Direct match — AI market bubble thesis,4,ai_hype_cycle_parallels;ai_roi_disappointing;genai_bubble_will_burst;nvidia_vulnerable
theme3_2f0d82369632,market_hype_bubble,general_ai,unresolved,medium,genai_bubble_will_burst,high,high,mapped,no,1039,Direct match — AI market bubble thesis,4,ai_hype_cycle_parallels;ai_roi_disappointing;genai_bubble_will_burst;nvidia_vulnerable
theme3_66474188f998,market_hype_bubble,google,unresolved,medium,genai_bubble_will_burst,high,high,mapped,no,1,Direct match — AI market bubble thesis,4,ai_hype_cycle_parallels;ai_roi_disappointing;genai_bubble_will_burst;nvidia_vulnerable
theme3_afea30eb45be,market_hype_bubble,general_ai,unresolved,medium,genai_bubble_will_burst,high,high,mapped,no,532,Direct match — AI market bubble thesis,4,ai_hype_cycle_parallels;ai_roi_disappointing;genai_bubble_will_burst;nvidia_vulnerable
theme3_c36d63426d0a,market_hype_bubble,google,unresolved,medium,genai_bubble_will_burst,high,high,mapped,no,1,Direct match — AI market bubble thesis,4,ai_hype_cycle_parallels;ai_roi_disappointing;genai_bubble_will_burst;nvidia_vulnerable
theme3_d623e8944184,market_hype_bubble,general_ai,untestable,high,genai_bubble_will_burst,high,high,mapped,no,1,Direct match — AI market bubble thesis,4,ai_hype_cycle_parallels;ai_roi_disappointing;genai_bubble_will_burst;nvidia_vulnerable
theme3_da5470fb91d7,market_hype_bubble,general_ai,unresolved,medium,genai_bubble_will_burst,high,high,mapped,no,803,Direct match — AI market bubble thesis,4,ai_hype_cycle_parallels;ai_roi_disappointing;genai_bubble_will_burst;nvidia_vulnerable
theme3_1171c23b8fe5,openai_governance,openai,untestable,high,openai_wont_stay_dominant,high,high,mapped,no,612,OpenAI competitive position is core governance/trajectory theme,5,altman_overpromises;gpt5_disappointing;industry_self_regulation_fails;openai_untrustworthy;openai_wont_stay_dominant
theme3_3d0db8f9faae,openai_governance,general_ai,unresolved,medium,openai_wont_stay_dominant,high,high,mapped,no,1,OpenAI competitive position is core governance/trajectory theme,5,altman_overpromises;gpt5_disappointing;industry_self_regulation_fails;openai_untrustworthy;openai_wont_stay_dominant
theme3_6243728cd866,openai_governance,openai,contradicted,high,openai_wont_stay_dominant,high,high,mapped,no,846,OpenAI competitive position is core governance/trajectory theme,5,altman_overpromises;gpt5_disappointing;industry_self_regulation_fails;openai_untrustworthy;openai_wont_stay_dominant
theme3_7d22014cb9c1,openai_governance,openai,contradicted,medium,openai_wont_stay_dominant,high,high,mapped,no,865,OpenAI competitive position is core governance/trajectory theme,5,altman_overpromises;gpt5_disappointing;industry_self_regulation_fails;openai_untrustworthy;openai_wont_stay_dominant
theme3_855ae3bb7be1,openai_governance,llms,unresolved,medium,openai_wont_stay_dominant,high,high,mapped,no,1,OpenAI competitive position is core governance/trajectory theme,5,altman_overpromises;gpt5_disappointing;industry_self_regulation_fails;openai_untrustworthy;openai_wont_stay_dominant
theme3_8d9a23510bf7,openai_governance,general_ai,untestable,high,openai_wont_stay_dominant,high,high,mapped,no,713,OpenAI competitive position is core governance/trajectory theme,5,altman_overpromises;gpt5_disappointing;industry_self_regulation_fails;openai_untrustworthy;openai_wont_stay_dominant
theme3_b06f891704cc,openai_governance,openai,unresolved,medium,openai_wont_stay_dominant,high,high,mapped,no,73,OpenAI competitive position is core governance/trajectory theme,5,altman_overpromises;gpt5_disappointing;industry_self_regulation_fails;openai_untrustworthy;openai_wont_stay_dominant
theme3_bcade1f0ce6f,openai_governance,general_ai,unresolved,medium,openai_wont_stay_dominant,high,high,mapped,no,1,OpenAI competitive position is core governance/trajectory theme,5,altman_overpromises;gpt5_disappointing;industry_self_regulation_fails;openai_untrustworthy;openai_wont_stay_dominant
theme3_e0bf578dbd19,openai_governance,general_ai,unresolved,medium,openai_wont_stay_dominant,high,high,mapped,no,724,OpenAI competitive position is core governance/trajectory theme,5,altman_overpromises;gpt5_disappointing;industry_self_regulation_fails;openai_untrustworthy;openai_wont_stay_dominant
theme3_f122aba746fc,openai_governance,llms,unresolved,medium,openai_wont_stay_dominant,high,high,mapped,no,1,OpenAI competitive position is core governance/trajectory theme,5,altman_overpromises;gpt5_disappointing;industry_self_regulation_fails;openai_untrustworthy;openai_wont_stay_dominant
theme3_051f3b425aa5,reasoning_common_sense,llms,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,1050,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_0572199dc099,reasoning_common_sense,general_ai,untestable,high,llms_no_real_understanding,high,high,mapped,no,1100,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_08ea1f8f4bfc,reasoning_common_sense,google,unresolved,medium,llms_lack_world_models,high,high,mapped,no,1,World model absence is a core reasoning/common-sense deficit,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_0d3613992fa7,reasoning_common_sense,llms,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,735,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_0f1476ce91f4,reasoning_common_sense,openai,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,526,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_0fb5a9767582,reasoning_common_sense,general_ai,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,881,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_16db13f00387,reasoning_common_sense,google,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,1,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_28501faa0718,reasoning_common_sense,openai,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,716,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_33ffa6bb38e1,reasoning_common_sense,llms,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,879,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_4fc5744321e5,reasoning_common_sense,agi,untestable,high,llms_lack_world_models,high,high,mapped,no,1299,World model absence is a core reasoning/common-sense deficit,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_5bb7238346d7,reasoning_common_sense,agi,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,906,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_641e64cb86a3,reasoning_common_sense,anthropic,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,1,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_6f07286a29dd,reasoning_common_sense,ai_safety,untestable,high,llms_no_real_understanding,high,high,mapped,no,1,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_7536106433d4,reasoning_common_sense,ai_safety,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,265,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_91ef632a8c27,reasoning_common_sense,tesla,untestable,high,llms_no_real_understanding,high,high,mapped,no,1,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_a6b68bc85bcf,reasoning_common_sense,agi,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,1,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_ab190e6108e8,reasoning_common_sense,general_ai,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,1,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_c1d277607edd,reasoning_common_sense,google,untestable,high,llms_no_real_understanding,high,high,mapped,no,1,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_c41ab86ca4e1,reasoning_common_sense,regulation,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,1,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_d59b750b4574,reasoning_common_sense,openai,untestable,high,llms_no_real_understanding,high,high,mapped,no,519,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_e1bb6980432f,reasoning_common_sense,general_ai,unresolved,medium,llms_no_real_understanding,high,high,mapped,no,1059,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_ef9572842556,reasoning_common_sense,llms,untestable,high,llms_no_real_understanding,high,high,mapped,no,793,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_f018463815f0,reasoning_common_sense,microsoft,untestable,high,llms_no_real_understanding,high,high,mapped,no,1,Lack of understanding is the mechanism behind reasoning failures,9,ai_benchmarks_misleading;generalization_failure;llms_cannot_plan;llms_cannot_reason_reliably;llms_lack_compositionality;llms_lack_self_correction;llms_lack_world_models;llms_no_real_understanding;need_hybrid_neurosymbolic
theme3_1035472658e9,regulation_policy,regulation,untestable,high,ai_needs_regulation,high,high,mapped,no,1112,Direct match — need for AI regulation,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_10988792d03a,regulation_policy,openai,untestable,high,industry_self_regulation_fails,high,high,mapped,yes,175,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_174bb7f1a1a1,regulation_policy,regulation,mixed,medium,industry_self_regulation_fails,high,high,mapped,yes,1,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_374373bb7ddc,regulation_policy,general_ai,untestable,high,industry_self_regulation_fails,high,high,mapped,yes,662,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
theme3_4092af813ca4,regulation_policy,llms,untestable,high,industry_self_regulation_fails,high,high,mapped,yes,255,Self-regulation failure is core rationale for regulation_policy,4,ai_needs_regulation;ai_pause_or_slowdown;industry_self_regulation_fails;trump_ai_policy_harmful
