post_id,claim_date,slug,url,local_path,bytes,sha256
post_0061,2023-03-30,the-open-letter-controversy,https://garymarcus.substack.com/p/the-open-letter-controversy,posts/2023-03-30_the-open-letter-controversy.txt,5073,b7afda219f1ef3ebf1980151277914371f449eedd1911e33b2fdc64c86584080
post_0062,2023-03-31,italian-ban-on-chatgpt,https://garymarcus.substack.com/p/italian-ban-on-chatgpt,posts/2023-03-31_italian-ban-on-chatgpt.txt,442,3c2e3a933959932a91f8fbdd593321e6245a09e1f8f5182f24fcb420080fb05f
post_0063,2023-04-02,i-am-not-afraid-of-robots-i-am-afraid,https://garymarcus.substack.com/p/i-am-not-afraid-of-robots-i-am-afraid,posts/2023-04-02_i-am-not-afraid-of-robots-i-am-afraid.txt,13058,866ec58b4280fee3636b38d9ddda56481914287e115bda32b99031d1c8119219
post_0064,2023-04-04,the-first-known-chatbot-associated,https://garymarcus.substack.com/p/the-first-known-chatbot-associated,posts/2023-04-04_the-first-known-chatbot-associated.txt,9046,88ad7e3d139f0cf6414e52e5f7c0b834aca8ab83fc9770deb316a3e3f66e9ce2
post_0065,2023-04-09,gpt-5-and-irrational-exuberance,https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance,posts/2023-04-09_gpt-5-and-irrational-exuberance.txt,10392,56a4cf390f01227dd60f77331d50b8afb6cc0be9e47979f5fb13a04876d016f8
post_0066,2023-04-17,stop-treating-ai-models-like-people,https://garymarcus.substack.com/p/stop-treating-ai-models-like-people,posts/2023-04-17_stop-treating-ai-models-like-people.txt,6005,6b16a3aabb9cb20c0d5a55a8e61dd3a231b51136d0173336909742eeb3a1e9b9
post_0067,2023-04-25,how-china-might-crush-the-west-in,https://garymarcus.substack.com/p/how-china-might-crush-the-west-in,posts/2023-04-25_how-china-might-crush-the-west-in.txt,4205,0416471fd34dc4de4f63c2c0afb450129e4faaa7ec64d1afac994afa25807d1b
post_0068,2023-04-28,inside-the-heart-of-chatgpts-darkness,https://garymarcus.substack.com/p/inside-the-heart-of-chatgpts-darkness,posts/2023-04-28_inside-the-heart-of-chatgpts-darkness.txt,8447,0b1c4e83b02fb09a6eca8a5951e014c8063ee4933a8f7c8e7fd4f550d6b6c260
post_0069,2023-05-01,scientists-governments-and-corporations,https://garymarcus.substack.com/p/scientists-governments-and-corporations,posts/2023-05-01_scientists-governments-and-corporations.txt,3953,d71449a38415d83177af11fcebf0fb41c2a6eb03cb0074056c0479545412c5f2
post_0070,2023-05-07,ai-risks-short-term-and-longand-what,https://garymarcus.substack.com/p/ai-risks-short-term-and-longand-what,posts/2023-05-07_ai-risks-short-term-and-longand-what.txt,1171,5af33d6711b79a0d575f4e1ad347e74d707ed3ae055544debfa904678ed7bbc5
post_0071,2023-06-08,two-models-of-ai-oversight-and-how,https://garymarcus.substack.com/p/two-models-of-ai-oversight-and-how,posts/2023-06-08_two-models-of-ai-oversight-and-how.txt,7125,620dcd19bea58c5f68da16292f8870536b6003246530148fd01c1001c3af0177
post_0072,2023-07-08,jumpstarting-ai-governance,https://garymarcus.substack.com/p/jumpstarting-ai-governance,posts/2023-07-08_jumpstarting-ai-governance.txt,4292,0d8297d8bd776a3b990af89a91cd1ad9f85ff45ed874deaf92ce63051613da94
post_0073,2023-08-13,what-if-generative-ai-turned-out,https://garymarcus.substack.com/p/what-if-generative-ai-turned-out,posts/2023-08-13_what-if-generative-ai-turned-out.txt,7615,45a1a96736f5bdfb31656f7574f7b8b2550551d2582536b5524debca28d43353
post_0074,2023-08-14,what-exactly-are-the-economics-of,https://garymarcus.substack.com/p/what-exactly-are-the-economics-of,posts/2023-08-14_what-exactly-are-the-economics-of.txt,7060,8147bdd642a141233ca336312403a6b172e8586a688f69e9a4c1cf147ef749ca
post_0075,2023-08-16,the-imminent-enshittification-of,https://garymarcus.substack.com/p/the-imminent-enshittification-of,posts/2023-08-16_the-imminent-enshittification-of.txt,3278,ee407c6c97b0f1b2c219af97c555ffc27ee9d6cf5ab43460d82eae2297a81477
post_0076,2023-08-17,automatic-disinformation-threatens,https://garymarcus.substack.com/p/automatic-disinformation-threatens,posts/2023-08-17_automatic-disinformation-threatens.txt,3756,346a564944d35dd6a205475766ae70619d6061f2153ba61bceab61b342613a36
post_0077,2023-08-19,face-it-self-driving-cars-still-havent,https://garymarcus.substack.com/p/face-it-self-driving-cars-still-havent,posts/2023-08-19_face-it-self-driving-cars-still-havent.txt,8339,ab417cc8dd4f132c2e9a1b2d8a9d98d06ba019de32f0a3f9d3e747041c720ecf
post_0078,2023-08-20,no-virginia-agi-is-not-imminent,https://garymarcus.substack.com/p/no-virginia-agi-is-not-imminent,posts/2023-08-20_no-virginia-agi-is-not-imminent.txt,7144,887ff387d4a90342f98090bb5e169b5152c54efb1b24db0de91b1123bf9a095b
post_0079,2023-08-21,sentient-ai-for-the-love-of-darwin,https://garymarcus.substack.com/p/sentient-ai-for-the-love-of-darwin,posts/2023-08-21_sentient-ai-for-the-love-of-darwin.txt,1301,24fc465852fdecd9108cec269805e0648d1f44dace7da9657dedb42dedfa0df6
post_0080,2023-08-24,the-rise-and-fall-of-chatgpt,https://garymarcus.substack.com/p/the-rise-and-fall-of-chatgpt,posts/2023-08-24_the-rise-and-fall-of-chatgpt.txt,3422,8b865ff141c3138ea99002652f28d549ca4ee0a1ca9eb18c996933a5da9a6e71
post_0081,2023-08-27,d28,https://garymarcus.substack.com/p/d28,posts/2023-08-27_d28.txt,16923,4afa5c7880791d9583d0133fe6f6f1ce4aab9536edbb416a5e0167c73e699477
post_0082,2023-08-28,the-us-and-china-want-different-things,https://garymarcus.substack.com/p/the-us-and-china-want-different-things,posts/2023-08-28_the-us-and-china-want-different-things.txt,1304,da6737c6e78d8a39db6c0179c4365f20684a5c4bf5c1387513324d666eaab553
post_0083,2023-08-29,could-we-all-be-doomed-without-ranked,https://garymarcus.substack.com/p/could-we-all-be-doomed-without-ranked,posts/2023-08-29_could-we-all-be-doomed-without-ranked.txt,4340,3ab340862da77599121c536586f0e3296e34cf524b6710986fa3625fce0fe022
post_0084,2023-09-01,doug-lenat-1950-2023,https://garymarcus.substack.com/p/doug-lenat-1950-2023,posts/2023-09-01_doug-lenat-1950-2023.txt,6563,6e5702bb0426ed101245747002c3b434cf95ecd830cc9eedbf40f05191f893af
post_0085,2023-09-07,karen-bakker-1971-2023,https://garymarcus.substack.com/p/karen-bakker-1971-2023,posts/2023-09-07_karen-bakker-1971-2023.txt,5445,ec4860ca65af0984c3c1b5d0b0b73d848e583681ba4cc8130486dc2a3a8d746f
post_0086,2023-09-07,the-dirty-underbelly-of-ai,https://garymarcus.substack.com/p/the-dirty-underbelly-of-ai,posts/2023-09-07_the-dirty-underbelly-of-ai.txt,3184,220e3d807a32b8408a7700b77a8b3bfdedb1d3476ba049be888195833cca698b
post_0087,2023-09-21,six-months-after-the-pause-letter,https://garymarcus.substack.com/p/six-months-after-the-pause-letter,posts/2023-09-21_six-months-after-the-pause-letter.txt,6379,783a4715a1ae859fe7e35c804b2f769163ab9cebb3731490fc07c034ffaf4a9e
post_0088,2023-09-22,elegant-and-powerful-new-result-that,https://garymarcus.substack.com/p/elegant-and-powerful-new-result-that,posts/2023-09-22_elegant-and-powerful-new-result-that.txt,6268,6e25f33efa91e44f37f583b7c75879806ac201da05f2bf4486b1af777b897bc4
post_0089,2023-09-27,top-5-reasons-openai-is-probably,https://garymarcus.substack.com/p/top-5-reasons-openai-is-probably,posts/2023-09-27_top-5-reasons-openai-is-probably.txt,3426,26a4562d93caaf9fcc63180dc235501b423c479b03ba596cf8846cf8b96352d8
post_0090,2023-10-04,seven-lies-in-four-sentences,https://garymarcus.substack.com/p/seven-lies-in-four-sentences,posts/2023-10-04_seven-lies-in-four-sentences.txt,2951,df5dad42d27695bba5d655d6e2f2399148949988aea723503825622e9462dcc0
post_0091,2023-10-05,muddles-about-models,https://garymarcus.substack.com/p/muddles-about-models,posts/2023-10-05_muddles-about-models.txt,8158,c42540a52c6f3fe3ae7bd9d830009b92dc2791d0ef240a1e444c4e4c7ac8468f
post_0092,2023-10-10,what-was-60-minutes-thinking-in-that,https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that,posts/2023-10-10_what-was-60-minutes-thinking-in-that.txt,24084,c7967ee48e600d8f420c9b13536a5f23a1b0aa6580b66f85943b2194637798c5
post_0093,2023-10-14,race-statistics-and-the-persistent,https://garymarcus.substack.com/p/race-statistics-and-the-persistent,posts/2023-10-14_race-statistics-and-the-persistent.txt,3415,a781b4ac38d9bf8ed9a2ec2cc6a5c88da820b91344cf8f0accdf11ed21cc456f
post_0094,2023-10-16,two-kinds-of-techno-optimism,https://garymarcus.substack.com/p/two-kinds-of-techno-optimism,posts/2023-10-16_two-kinds-of-techno-optimism.txt,3189,193726a859c5650759212e971dfec231988ecf9710facc7f43a2f3d6590d1610
post_0095,2023-10-17,what-if-gpt-5-didnt-meet-expectations,https://garymarcus.substack.com/p/what-if-gpt-5-didnt-meet-expectations,posts/2023-10-17_what-if-gpt-5-didnt-meet-expectations.txt,3855,2d719eba60f697d39bb233ebd291abada01052956f1dd0b188ae21c96708d648
post_0096,2023-10-18,reports-of-the-birth-of-agi-are-greatly,https://garymarcus.substack.com/p/reports-of-the-birth-of-agi-are-greatly,posts/2023-10-18_reports-of-the-birth-of-agi-are-greatly.txt,9000,d02cc5d81645357086e212e1897bf82ae641df15b531ba7acca1cacc59031a85
post_0097,2023-10-19,math-is-hard-if-you-are-an-llm-and,https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and,posts/2023-10-19_math-is-hard-if-you-are-an-llm-and.txt,4303,c92dd24f3cd12c5b68ec6f31787655bef6b015ca951131f074e3b9e8f798ef53
post_0098,2023-10-20,how-long-dies-ai-hype-take-to-die,https://garymarcus.substack.com/p/how-long-dies-ai-hype-take-to-die,posts/2023-10-20_how-long-dies-ai-hype-take-to-die.txt,103,2d279cf20e78dee64d6f777e15028c48600eaf98b6414e4a2a74c40d1dc4e636
post_0099,2023-10-21,hello-multimodal-hallucinations,https://garymarcus.substack.com/p/hello-multimodal-hallucinations,posts/2023-10-21_hello-multimodal-hallucinations.txt,4909,9f4952697d5d6cf4207b034330d66eb7988c9f1b2c538b031aa7a44a02d1cfab
post_0100,2023-10-23,getting-gpt-to-work-with-external,https://garymarcus.substack.com/p/getting-gpt-to-work-with-external,posts/2023-10-23_getting-gpt-to-work-with-external.txt,7634,516619a3e03c9e4910ff247ebf0696438bbaa4000847c406fe971113a62c0080
post_0101,2023-10-26,a-cern-for-ai-and-the-global-governance,https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance,posts/2023-10-26_a-cern-for-ai-and-the-global-governance.txt,6232,16ad80114b201a6b1bd6b9196f3e2bb556bb8c7eca330215b220fad9216c0b79
post_0102,2023-10-27,why-driverless-cars-mightor-might,https://garymarcus.substack.com/p/why-driverless-cars-mightor-might,posts/2023-10-27_why-driverless-cars-mightor-might.txt,4203,165082c80594d9a64a0158a84a57a2ffc787dc995822a9a4f04ea5f62704f68f
post_0103,2023-10-30,first-take-on-the-white-house-executive,https://garymarcus.substack.com/p/first-take-on-the-white-house-executive,posts/2023-10-30_first-take-on-the-white-house-executive.txt,4999,5e7880ce45a9b0def47ec67c8dff4e1f7abdc6fe21309611c1bb945724ff721d
post_0104,2023-11-01,the-uk-ai-summit,https://garymarcus.substack.com/p/the-uk-ai-summit,posts/2023-11-01_the-uk-ai-summit.txt,1018,259c03df2a2cda1ff230938e3110e390285b8c959b083b8ab3486fde22ea90e3
post_0105,2023-11-03,where-we-are-right-now-on-open-source,https://garymarcus.substack.com/p/where-we-are-right-now-on-open-source,posts/2023-11-03_where-we-are-right-now-on-open-source.txt,1088,8f27ae6687dc372839988d09078d2842c7974c9596b25528cf75b3da22036e25
