claim_id,claim_date,slug,title,url,quote,canonical_claim,canonical_norm,category,claim_type,falsifiability_tier,target,horizon_type,horizon_value,evaluation_date,source_file
claim_00011,2023-02-03,happy-groundhog-day-the-ai-edition,Marcus on AI,https://garymarcus.substack.com/p/happy-groundhog-day-the-ai-edition,"Turns out you don’t need to solve them to make beautiful pictures, or decent if error-filled conversation, but anyone who thinks we can get to AGI without solving abstraction, compositionality, and the type-token distinction is kidding themselves.","Turns out you don’t need to solve them to make beautiful pictures, or decent if error-filled conversation, but anyone who thinks we can get to AGI without solving abstraction, compositionality, and the type-token distinction is kidding themselves.",turns out you don t need to solve them to make beautiful pictures or decent if error filled conversation but anyone who thinks we can get to agi without solving abstraction compositionality and the type token distinction is kidding themselves,policy,normative,tier_3,agi,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-03_happy-groundhog-day-the-ai-edition.txt
claim_00012,2023-02-04,some-things-garymarcus-might-say,Marcus on AI,https://garymarcus.substack.com/p/some-things-garymarcus-might-say,The only thing that the availability of ChatGPT has changed is that the general public now realizes what's possible.,The only thing that the availability of ChatGPT has changed is that the general public now realizes what's possible.,the only thing that the availability of chatgpt has changed is that the general public now realizes what s possible,technical_assessment,descriptive,tier_3,llms,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-04_some-things-garymarcus-might-say.txt
claim_00013,2023-02-04,some-things-garymarcus-might-say,Marcus on AI,https://garymarcus.substack.com/p/some-things-garymarcus-might-say,Champandard ❄️ @alexjc@creative.ai @alexjc I think @GaryMarcus figured out the password to this account and is now trolling people...,Champandard ❄️ @alexjc@creative.ai @alexjc I think @GaryMarcus figured out the password to this account and is now trolling people...,champandard alexjc creative ai alexjc garymarcus figured out the password to this account and is now trolling people,technical_assessment,descriptive,tier_3,general_ai,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-04_some-things-garymarcus-might-say.txt
claim_00014,2023-02-09,oops-how-google-bombed-while-doing,Marcus on AI,https://garymarcus.substack.com/p/oops-how-google-bombed-while-doing,"I will always remember today (my birthday no less), February 8, 2023, as the day in which a chatbot-induced hallucination cost Alphabet $100 billion .","I will always remember today (my birthday no less), February 8, 2023, as the day in which a chatbot-induced hallucination cost Alphabet $100 billion .",i will always remember today my birthday no less february 8 2023 as the day in which a chatbot induced hallucination cost alphabet 100 billion,prediction,predictive,tier_1,general_ai,explicit_date,2023-12-31,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-09_oops-how-google-bombed-while-doing.txt
claim_00015,2023-02-09,oops-how-google-bombed-while-doing,Marcus on AI,https://garymarcus.substack.com/p/oops-how-google-bombed-while-doing,"I am not saying with certainty that we are for witnessing the same movie all over again, but should anybody blithely accept the reassurances of some very interested parties when AI has such a long history of demos that never quite make it to solid product?","I am not saying with certainty that we are for witnessing the same movie all over again, but should anybody blithely accept the reassurances of some very interested parties when AI has such a long history of demos that never quite make it to solid product?",i am not saying with certainty that we are for witnessing the same movie all over again but should anybody blithely accept the reassurances of some very interested parties when ai has such a long history of demos that never quite make it to solid product,policy,normative,tier_3,general_ai,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-09_oops-how-google-bombed-while-doing.txt
claim_00016,2023-02-11,does-ai-really-need-a-paradigm-shift,Marcus on AI,https://garymarcus.substack.com/p/does-ai-really-need-a-paradigm-shift,"Where has his steelperson aspiration gone? 1 Another rhetorical trick is to paint me as a lone, lunatic voice, as if I were the only person doubting that scaling will get us to AGI (whatever that is) when in fact there are loads of people with similar concerns.","Where has his steelperson aspiration gone? 1 Another rhetorical trick is to paint me as a lone, lunatic voice, as if I were the only person doubting that scaling will get us to AGI (whatever that is) when in fact there are loads of people with similar concerns.",where has his steelperson aspiration gone 1 another rhetorical trick is to paint me as a lone lunatic voice as if i were the only person doubting that scaling will get us to agi whatever that is when in fact there are loads of people with similar concerns,prediction,predictive,tier_2,agi,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_does-ai-really-need-a-paradigm-shift.txt
claim_00017,2023-02-11,does-ai-really-need-a-paradigm-shift,Marcus on AI,https://garymarcus.substack.com/p/does-ai-really-need-a-paradigm-shift,"In inaccurately portraying me as a lone crusader, Alexander has not given the scaling is not enough for AGI view the “steelman” treatment that he is known for delivering.","In inaccurately portraying me as a lone crusader, Alexander has not given the scaling is not enough for AGI view the “steelman” treatment that he is known for delivering.",in inaccurately portraying me as a lone crusader alexander has not given the scaling is not enough for agi view the steelman treatment that he is known for delivering,technical_assessment,descriptive,tier_3,agi,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_does-ai-really-need-a-paradigm-shift.txt
claim_00018,2023-02-11,does-ai-really-need-a-paradigm-shift,Marcus on AI,https://garymarcus.substack.com/p/does-ai-really-need-a-paradigm-shift,"E.g., if the field were to turn from simply scaling (GPT-3 is pretty much just GPT-2 but bigger) to using large language models as only one component in a larger architecture , with things like writable/readable discrete memory for symbolic propositions, I certainly think we should view that as a paradigm shift.","E.g., if the field were to turn from simply scaling (GPT-3 is pretty much just GPT-2 but bigger) to using large language models as only one component in a larger architecture , with things like writable/readable discrete memory for symbolic propositions, I certainly think we should view that as a paradigm shift.",e g if the field were to turn from simply scaling gpt 3 is pretty much just gpt 2 but bigger to using large language models as only one component in a larger architecture with things like writable readable discrete memory for symbolic propositions i certainly think we should view that as a paradigm shift,policy,normative,tier_3,llms,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_does-ai-really-need-a-paradigm-shift.txt
claim_00019,2023-02-11,horse-rides-astronaut,Marcus on AI,https://garymarcus.substack.com/p/horse-rides-astronaut,"If we are to retain any credibility, this should stop. … It is hard to say where [we] have gone wronger, in underestimating language or overestimating computer programs.” — Drew McDermott, 1949-2022, in the 1976 essay Artificial Intelligence and Natural Stupidity In April, Open AI released a neural network model called DALL-E 2 that blew people’s minds; last week a new model came out from Google Brain called Imagen , and it was even better.","If we are to retain any credibility, this should stop. … It is hard to say where [we] have gone wronger, in underestimating language or overestimating computer programs.” — Drew McDermott, 1949-2022, in the 1976 essay Artificial Intelligence and Natural Stupidity In April, Open AI released a neural network model called DALL-E 2 that blew people’s minds; last week a new model came out from Google Brain called Imagen , and it was even better.",if we are to retain any credibility this should stop it is hard to say where we have gone wronger in underestimating language or overestimating computer programs drew mcdermott 1949 2022 in the 1976 essay artificial intelligence and natural stupidity in april open ai released a neural network model called dall e 2 that blew people s minds last week a new model came out from google brain called imagen and it was even better,policy,normative,tier_3,google,explicit_date,2022-12-31,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_horse-rides-astronaut.txt
claim_00020,2023-02-11,horse-rides-astronaut,Marcus on AI,https://garymarcus.substack.com/p/horse-rides-astronaut,"The mascot for all of the current enthusiasm has been an image of an astronaut on a horse jumping over the moon; if AI today can draw horses jumping over the moon, each system better than last, I can see how it is tempting to conclude “AGI” (artificial general intelligence) must be imminent.","The mascot for all of the current enthusiasm has been an image of an astronaut on a horse jumping over the moon; if AI today can draw horses jumping over the moon, each system better than last, I can see how it is tempting to conclude “AGI” (artificial general intelligence) must be imminent.",the mascot for all of the current enthusiasm has been an image of an astronaut on a horse jumping over the moon if ai today can draw horses jumping over the moon each system better than last i can see how it is tempting to conclude agi artificial general intelligence must be imminent,policy,normative,tier_3,agi,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_horse-rides-astronaut.txt
claim_00021,2023-02-11,horse-rides-astronaut,Marcus on AI,https://garymarcus.substack.com/p/horse-rides-astronaut,"More broadly, as Ernie Davis put it in an email to me earlier this week, “ the fact that, if you play around with prompts long enough, you can eventually get what you want, is relevant to some forms of human-in-the-loop AI but it won't cut the mustard for reliable AI.” § Some important caveats apply; my entire analysis is a bit like found art ; it’s science from the tea leaves Google deigned to share, rather than a proper experiment.","More broadly, as Ernie Davis put it in an email to me earlier this week, “ the fact that, if you play around with prompts long enough, you can eventually get what you want, is relevant to some forms of human-in-the-loop AI but it won't cut the mustard for reliable AI.” § Some important caveats apply; my entire analysis is a bit like found art ; it’s science from the tea leaves Google deigned to share, rather than a proper experiment.",more broadly as ernie davis put it in an email to me earlier this week the fact that if you play around with prompts long enough you can eventually get what you want is relevant to some forms of human in the loop ai but it won t cut the mustard for reliable ai some important caveats apply my entire analysis is a bit like found art it s science from the tea leaves google deigned to share rather than a proper experiment,capability,predictive,tier_2,google,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_horse-rides-astronaut.txt
claim_00022,2023-02-11,noam-chomsky-and-gpt-3,Marcus on AI,https://garymarcus.substack.com/p/noam-chomsky-and-gpt-3,"That GPT-3, an instance of a kind of technology known as a “neural network”, and powered by a technique known as deep learning, appears clever is beyond question - but aside from their possible merits as engineering tools , one can ask another question: are large language models a good model of human language? § To be sure, GPT-3 is capable of constructing remarkably fluent sentences by the bushel, in response to essentially any input.","That GPT-3, an instance of a kind of technology known as a “neural network”, and powered by a technique known as deep learning, appears clever is beyond question - but aside from their possible merits as engineering tools , one can ask another question: are large language models a good model of human language? § To be sure, GPT-3 is capable of constructing remarkably fluent sentences by the bushel, in response to essentially any input.",that gpt 3 an instance of a kind of technology known as a neural network and powered by a technique known as deep learning appears clever is beyond question but aside from their possible merits as engineering tools one can ask another question are large language models a good model of human language to be sure gpt 3 is capable of constructing remarkably fluent sentences by the bushel in response to essentially any input,technical_assessment,descriptive,tier_2,llms,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_noam-chomsky-and-gpt-3.txt
claim_00023,2023-02-11,noam-chomsky-and-gpt-3,Marcus on AI,https://garymarcus.substack.com/p/noam-chomsky-and-gpt-3,"A system like GPT can thus be quite capable of predicting how any given set of words might be continued; if you say “it’s a nice day; the sky is __“, GPT may well anticipate that a typical human response would be to guess that the word “blue” likely comes next—without having a basis to understand what the word blue means, or why human beings like skies that are blue.","A system like GPT can thus be quite capable of predicting how any given set of words might be continued; if you say “it’s a nice day; the sky is __“, GPT may well anticipate that a typical human response would be to guess that the word “blue” likely comes next—without having a basis to understand what the word blue means, or why human beings like skies that are blue.",a system like gpt can thus be quite capable of predicting how any given set of words might be continued if you say it s a nice day the sky is gpt may well anticipate that a typical human response would be to guess that the word blue likely comes next without having a basis to understand what the word blue means or why human beings like skies that are blue,technical_assessment,descriptive,tier_3,llms,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_noam-chomsky-and-gpt-3.txt
claim_00024,2023-02-11,noam-chomsky-and-gpt-3,Marcus on AI,https://garymarcus.substack.com/p/noam-chomsky-and-gpt-3,"The first trouble with systems like GPT-3, from the perspective of scientific explanation, is that they are equally at home mimicking human languages as they are mimicking languages that are not natural human languages (such computer programming languages), that are not naturally acquired by most humans.","The first trouble with systems like GPT-3, from the perspective of scientific explanation, is that they are equally at home mimicking human languages as they are mimicking languages that are not natural human languages (such computer programming languages), that are not naturally acquired by most humans.",the first trouble with systems like gpt 3 from the perspective of scientific explanation is that they are equally at home mimicking human languages as they are mimicking languages that are not natural human languages such computer programming languages that are not naturally acquired by most humans,technical_assessment,descriptive,tier_2,llms,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_noam-chomsky-and-gpt-3.txt
claim_00025,2023-02-11,noam-chomsky-and-gpt-3,Marcus on AI,https://garymarcus.substack.com/p/noam-chomsky-and-gpt-3,"Although there is no such thing as a truly blank slate, since all computational systems must start with some sort of algorithm in order to analyze whatever data they encounter, systems like GPT-3 come about as close to blank slates as is feasible, relying on immense amounts of experience to bootstrap whatever knowledge they might have.","Although there is no such thing as a truly blank slate, since all computational systems must start with some sort of algorithm in order to analyze whatever data they encounter, systems like GPT-3 come about as close to blank slates as is feasible, relying on immense amounts of experience to bootstrap whatever knowledge they might have.",although there is no such thing as a truly blank slate since all computational systems must start with some sort of algorithm in order to analyze whatever data they encounter systems like gpt 3 come about as close to blank slates as is feasible relying on immense amounts of experience to bootstrap whatever knowledge they might have,policy,normative,tier_3,llms,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_noam-chomsky-and-gpt-3.txt
claim_00026,2023-02-11,noam-chomsky-and-gpt-3,Marcus on AI,https://garymarcus.substack.com/p/noam-chomsky-and-gpt-3,"Ernie Davis and I pushed this idea in Rebooting AI; Brachmann and Levesque do even better here in the beautiful pass in their new book Machines Like Us, outlining what a minimal kernel of commonsense for an AI might look like : Humans know these things; if AI’s are to understand language, they should refract language through this sort basic understanding of common sense, rather than needlessly starting as blank slates and acquiring statistics without concepts.","Ernie Davis and I pushed this idea in Rebooting AI; Brachmann and Levesque do even better here in the beautiful pass in their new book Machines Like Us, outlining what a minimal kernel of commonsense for an AI might look like : Humans know these things; if AI’s are to understand language, they should refract language through this sort basic understanding of common sense, rather than needlessly starting as blank slates and acquiring statistics without concepts.",ernie davis and i pushed this idea in rebooting ai brachmann and levesque do even better here in the beautiful pass in their new book machines like us outlining what a minimal kernel of commonsense for an ai might look like humans know these things if ai s are to understand language they should refract language through this sort basic understanding of common sense rather than needlessly starting as blank slates and acquiring statistics without concepts,policy,normative,tier_3,general_ai,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_noam-chomsky-and-gpt-3.txt
claim_00027,2023-02-11,noam-chomsky-and-gpt-3,Marcus on AI,https://garymarcus.substack.com/p/noam-chomsky-and-gpt-3,"(It would likely also have considerable payoff for engineering, but that’s a story for another day.) If Chomsky’s more than a little disappointed about by the attention surrounding systems like GPT-3, it’s because all this emphasis on statistical machines has distracted away from the incredibly important questions about the very nature of human language and cognition that he spent his career rightly trying to call attention to.","(It would likely also have considerable payoff for engineering, but that’s a story for another day.) If Chomsky’s more than a little disappointed about by the attention surrounding systems like GPT-3, it’s because all this emphasis on statistical machines has distracted away from the incredibly important questions about the very nature of human language and cognition that he spent his career rightly trying to call attention to.",it would likely also have considerable payoff for engineering but that s a story for another day if chomsky s more than a little disappointed about by the attention surrounding systems like gpt 3 it s because all this emphasis on statistical machines has distracted away from the incredibly important questions about the very nature of human language and cognition that he spent his career rightly trying to call attention to,technical_assessment,causal,tier_2,llms,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_noam-chomsky-and-gpt-3.txt
claim_00028,2023-02-11,nonsense-on-stilts,Marcus on AI,https://garymarcus.substack.com/p/nonsense-on-stilts,"None of the software in either of those systems has survived in modern efforts at “artificial general intelligence”, and I am not sure that LaMDA and its cousins will play any important role in the future of AI, either.","None of the software in either of those systems has survived in modern efforts at “artificial general intelligence”, and I am not sure that LaMDA and its cousins will play any important role in the future of AI, either.",none of the software in either of those systems has survived in modern efforts at artificial general intelligence and i am not sure that lamda and its cousins will play any important role in the future of ai either,prediction,predictive,tier_2,agi,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_nonsense-on-stilts.txt
claim_00029,2023-02-11,nonsense-on-stilts,Marcus on AI,https://garymarcus.substack.com/p/nonsense-on-stilts,"Machine learning prof Tom Dietterich, never slow to needle me when he thinks I have gone too far, chimed in with full solidarity: Thomas G.","Machine learning prof Tom Dietterich, never slow to needle me when he thinks I have gone too far, chimed in with full solidarity: Thomas G.",machine learning prof tom dietterich never slow to needle me when he thinks i have gone too far chimed in with full solidarity thomas g,technical_assessment,descriptive,tier_2,general_ai,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_nonsense-on-stilts.txt
claim_00030,2023-02-11,nonsense-on-stilts,Marcus on AI,https://garymarcus.substack.com/p/nonsense-on-stilts,"But 8 years later I doubt most people (even in AI) have ever even heard of his program, outside of my mentioning it here.","But 8 years later I doubt most people (even in AI) have ever even heard of his program, outside of my mentioning it here.",but 8 years later i doubt most people even in ai have ever even heard of his program outside of my mentioning it here,technical_assessment,descriptive,tier_2,general_ai,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_nonsense-on-stilts.txt
claim_00031,2023-02-11,three-ideas-from-linguistics-that,Marcus on AI,https://garymarcus.substack.com/p/three-ideas-from-linguistics-that,"As Brenden Lake and Greg Murphy have put it , that’s not enough, “Current models are too strongly linked to the text-based patterns in large corpora, and too weakly linked to the desires, goals, and beliefs that people express through words.” The act of referring involves (at least) the speaker, the utterance, the context, and some properties of the external world; the interactions and dependencie s between such things simply are not present in most current AI models.","As Brenden Lake and Greg Murphy have put it , that’s not enough, “Current models are too strongly linked to the text-based patterns in large corpora, and too weakly linked to the desires, goals, and beliefs that people express through words.” The act of referring involves (at least) the speaker, the utterance, the context, and some properties of the external world; the interactions and dependencie s between such things simply are not present in most current AI models.",as brenden lake and greg murphy have put it that s not enough current models are too strongly linked to the text based patterns in large corpora and too weakly linked to the desires goals and beliefs that people express through words the act of referring involves at least the speaker the utterance the context and some properties of the external world the interactions and dependencie s between such things simply are not present in most current ai models,technical_assessment,descriptive,tier_2,general_ai,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_three-ideas-from-linguistics-that.txt
claim_00032,2023-02-11,three-ideas-from-linguistics-that,Marcus on AI,https://garymarcus.substack.com/p/three-ideas-from-linguistics-that,"When OpenAI asked InstructGPT, the latest, greatest version of GPT-3, “Why is it important to eat socks after meditating?” the system simply made up a sentence and said “ Some experts believe that the act of eating a sock helps the brain to come out of its altered state as a result of meditation .”, never consulting a cognitive model of what experts believe, because the system has no such model in the first place.","When OpenAI asked InstructGPT, the latest, greatest version of GPT-3, “Why is it important to eat socks after meditating?” the system simply made up a sentence and said “ Some experts believe that the act of eating a sock helps the brain to come out of its altered state as a result of meditation .”, never consulting a cognitive model of what experts believe, because the system has no such model in the first place.",when openai asked instructgpt the latest greatest version of gpt 3 why is it important to eat socks after meditating the system simply made up a sentence and said some experts believe that the act of eating a sock helps the brain to come out of its altered state as a result of meditation never consulting a cognitive model of what experts believe because the system has no such model in the first place,technical_assessment,causal,tier_2,openai,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_three-ideas-from-linguistics-that.txt
claim_00033,2023-02-11,three-ideas-from-linguistics-that,Marcus on AI,https://garymarcus.substack.com/p/three-ideas-from-linguistics-that,"The words will be fluid, because the model has mapped the query onto sentence fragments that contain phrases like “is good because”, but there is no referent in the system to what a sock actually is, or what meditation is.","The words will be fluid, because the model has mapped the query onto sentence fragments that contain phrases like “is good because”, but there is no referent in the system to what a sock actually is, or what meditation is.",the words will be fluid because the model has mapped the query onto sentence fragments that contain phrases like is good because but there is no referent in the system to what a sock actually is or what meditation is,prediction,causal,tier_3,general_ai,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_three-ideas-from-linguistics-that.txt
claim_00034,2023-02-11,three-ideas-from-linguistics-that,Marcus on AI,https://garymarcus.substack.com/p/three-ideas-from-linguistics-that,"Rather, it means identify the second of the balls that are blue, regardless of which position; systems like GPT-3 likely have trouble with this sort of thing, as Ernie Davis just reported to us in an email. 3 Much simpler examples also serve to illustrate the point.","Rather, it means identify the second of the balls that are blue, regardless of which position; systems like GPT-3 likely have trouble with this sort of thing, as Ernie Davis just reported to us in an email. 3 Much simpler examples also serve to illustrate the point.",rather it means identify the second of the balls that are blue regardless of which position systems like gpt 3 likely have trouble with this sort of thing as ernie davis just reported to us in an email 3 much simpler examples also serve to illustrate the point,technical_assessment,descriptive,tier_2,llms,none,,2026-03-02,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2023-02-11_three-ideas-from-linguistics-that.txt
