canonical_id,canonical_claim,canonical_norm,category,first_date,last_date,occurrences,source_posts,source_urls,example_url
149d8015cd51,"Yann LeCun wrote a long screed along these lines (which Steve Pinker later endorsed), saying we don’t need to worry about AI achieving dominance.",yann lecun wrote a long screed along these lines which steve pinker later endorsed saying we dont need to worry about ai achieving dominance,prescription,2023-08-27,2023-08-27,1,d28,https://garymarcus.substack.com/p/d28,https://garymarcus.substack.com/p/d28
ab3a82f8dbe3,"Worse, the US AI policy now, and likely in the next administration, has largely been driven by hype, and the assumption that returns for LLM scaling would not diminish.",worse the us ai policy now and likely in the next administration has largely been driven by hype and the assumption that returns for llm scaling would not diminish,policy,2024-11-09,2024-11-09,1,confirmed-llms-have-indeed-reached,https://garymarcus.substack.com/p/confirmed-llms-have-indeed-reached,https://garymarcus.substack.com/p/confirmed-llms-have-indeed-reached
8d3b72d32103,"World Models Also mentioned in the WSJ article is that LeCun is excited about world models , “a technology that LeCun thinks is more likely to advance the state of AI than Meta’s current language models”.",world models also mentioned in the wsj article is that lecun is excited about world models a technology that lecun thinks is more likely to advance the state of ai than metas current language models,other,2026-01-06,2026-01-06,1,the-false-glorification-of-yann-lecun,https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun,https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun
b939172cabc9,"Work on new approaches such as world models and neurosymbolic will escalate. 2025 will be known as the year of the peak bubble , and also the moment at which Wall Street began to lose confidence in generative AI.",work on new approaches such as world models and neurosymbolic will escalate 2025 will be known as the year of the peak bubble and also the moment at which wall street began to lose confidence in generative ai,forecast,2025-12-20,2025-12-20,1,six-or-seven-predictions-for-ai-2026,https://garymarcus.substack.com/p/six-or-seven-predictions-for-ai-2026,https://garymarcus.substack.com/p/six-or-seven-predictions-for-ai-2026
a63940dc2c73,"Without doubt her values have influenced my stance on AI and how it should develop. “Money isn’t the only variable .” I don’t know if my mom coined this phrase or not, but she taught it to me, and lived by it, and I try to live by it, too.",without doubt her values have influenced my stance on ai and how it should develop money isnt the only variable i dont know if my mom coined this phrase or not but she taught it to me and lived by it and i try to live by it too,prescription,2026-02-24,2026-02-24,1,marilyn-molly-marcus-1942-2026,https://garymarcus.substack.com/p/marilyn-molly-marcus-1942-2026,https://garymarcus.substack.com/p/marilyn-molly-marcus-1942-2026
f7ab0ed760c0,"Within the field, there is a lot of conflict around how to think about p(doom | superintelligence) [“the probability of doom given the existence of superintelligence”, which is a special form of AI], but no matter what you feel about that p(doom | superintelligence), whether you see it as sci-fi or not, you should be worried about p(catastrophe | widespread AI adoption) [the probability of catastrophe given widespread AI adoption].",within the field there is a lot of conflict around how to think about pdoom superintelligence the probability of doom given the existence of superintelligence which is a special form of ai but no matter what you feel about that pdoom superintelligence whether you see it as scifi or not you should be worried about pcatastrophe widespread ai adoption the probability of catastrophe given widespread ai adoption,prescription,2023-08-27,2023-08-27,1,d28,https://garymarcus.substack.com/p/d28,https://garymarcus.substack.com/p/d28
7285b72944d8,"With all the challenges in ethics and computation, and the knowledge needed from fields like linguistics, psychology, anthropology, and neuroscience, and not just mathematics and computer science, it will take a village to raise to an AI.",with all the challenges in ethics and computation and the knowledge needed from fields like linguistics psychology anthropology and neuroscience and not just mathematics and computer science it will take a village to raise to an ai,forecast,2024-03-10,2024-03-10,1,two-years-later-deep-learning-is,https://garymarcus.substack.com/p/two-years-later-deep-learning-is,https://garymarcus.substack.com/p/two-years-later-deep-learning-is
e816fc790d08,"Will OpenAI someday be seen as the WeWork of AI, as I have suggested several times, as far as back as late 2023 ?",will openai someday be seen as the wework of ai as i have suggested several times as far as back as late 2023,forecast,2026-02-13,2026-02-13,1,breaking-openai-is-probably-toast,https://garymarcus.substack.com/p/breaking-openai-is-probably-toast,https://garymarcus.substack.com/p/breaking-openai-is-probably-toast
a9671d460ad1,"Whole bunch of people tried to excuse poor DALL-E, And my favorite: Only thing was, it turns out that a horse riding astronaut wasn’t impossible draw, and the model didn’t need to be retrained to do it.",whole bunch of people tried to excuse poor dalle and my favorite only thing was it turns out that a horse riding astronaut wasnt impossible draw and the model didnt need to be retrained to do it,prescription,2024-02-13,2024-02-13,1,horse-rides-astronaut-redux,https://garymarcus.substack.com/p/horse-rides-astronaut-redux,https://garymarcus.substack.com/p/horse-rides-astronaut-redux
59b45c012662,"Whether AI is at number one or number 10, we need to get serious about it, now, given the sudden rapid widespread deployment and lack of clarity about use cases and means of mitigation.",whether ai is at number one or number 10 we need to get serious about it now given the sudden rapid widespread deployment and lack of clarity about use cases and means of mitigation,prescription,2024-02-12,2024-02-12,1,ai-risk-agi-risk,https://garymarcus.substack.com/p/ai-risk-agi-risk,https://garymarcus.substack.com/p/ai-risk-agi-risk
7a3aaaa0063c,"Where we diverge, I think, is largely on timing: you posit that we will see AGI within a few decades, I think it is more like a few generations.",where we diverge i think is largely on timing you posit that we will see agi within a few decades i think it is more like a few generations,forecast,2023-02-16,2023-02-16,1,agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
60ab6b8bd166,"Where has his steelperson aspiration gone? 1 Another rhetorical trick is to paint me as a lone, lunatic voice, as if I were the only person doubting that scaling will get us to AGI (whatever that is) when in fact there are loads of people with similar concerns.",where has his steelperson aspiration gone 1 another rhetorical trick is to paint me as a lone lunatic voice as if i were the only person doubting that scaling will get us to agi whatever that is when in fact there are loads of people with similar concerns,forecast,2023-02-11,2023-02-11,1,does-ai-really-need-a-paradigm-shift,https://garymarcus.substack.com/p/does-ai-really-need-a-paradigm-shift,https://garymarcus.substack.com/p/does-ai-really-need-a-paradigm-shift
782cf4da3550,When we are really at AGI it will be much harder to do so.,when we are really at agi it will be much harder to do so,forecast,2025-07-09,2025-07-09,1,scott-alexanders-misleading-victory,https://garymarcus.substack.com/p/scott-alexanders-misleading-victory,https://garymarcus.substack.com/p/scott-alexanders-misleading-victory
2413d83bdebc,"When it comes out, it will totally eclipse GPT-4.",when it comes out it will totally eclipse gpt4,forecast,2025-07-27,2025-07-27,1,what-to-expect-when-youre-expecting-62e,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
0ae239279f06,"When it comes out, it will totally eclipse ChatGPT; it’s safe bet that even more people will be talking about it..",when it comes out it will totally eclipse chatgpt its safe bet that even more people will be talking about it,forecast,2023-02-15,2023-02-15,1,what-to-expect-when-youre-expecting,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
7c69e77cfc30,"When I asked ChatGPT, “can a queen jump a knight?” it correctly told me no, with a perfect, detailed explanation: No, in chess, a queen cannot jump over any piece, including a knight.",when i asked chatgpt can a queen jump a knight it correctly told me no with a perfect detailed explanation no in chess a queen cannot jump over any piece including a knight,limitation,2025-11-18,2025-11-18,1,generative-ais-crippling-and-widespread,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
cf211d130140,"When another Tesla fan asked me about it, I took the challenge and articulated three concerns: § Meanwhile, Wyatt Walls just pointed out some gruesome facts about LLMs and summarization: https://arxiv.org/pdf/2404.01261.pdf § Bonus track: Politico Tech interviewed me this morning on their podcast: The new article on AI policy that we discussed will be out tomorrow, at Politico.",when another tesla fan asked me about it i took the challenge and articulated three concerns meanwhile wyatt walls just pointed out some gruesome facts about llms and summarization bonus track politico tech interviewed me this morning on their podcast the new article on ai policy that we discussed will be out tomorrow at politico,forecast,2024-04-09,2024-04-09,1,24-hours-in-ai-news,https://garymarcus.substack.com/p/24-hours-in-ai-news,https://garymarcus.substack.com/p/24-hours-in-ai-news
b364657f5d68,"When and if some future form of AI brings new threats, we will be screwed, our collective fates determined by a tiny number of individuals running a few companies, with almost no accountability.",when and if some future form of ai brings new threats we will be screwed our collective fates determined by a tiny number of individuals running a few companies with almost no accountability,forecast,2024-08-23,2024-08-23,1,scoop-what-former-employees-of-openai,https://garymarcus.substack.com/p/scoop-what-former-employees-of-openai,https://garymarcus.substack.com/p/scoop-what-former-employees-of-openai
bd98fe9890dc,"When an LLM produces a sentence, you can't directly use that sentence to control stuff, unless you build another system to parse the sentences into actions.",when an llm produces a sentence you cant directly use that sentence to control stuff unless you build another system to parse the sentences into actions,limitation,2023-02-14,2023-02-14,1,how-come-smart-assistants-have-virtually,https://garymarcus.substack.com/p/how-come-smart-assistants-have-virtually,https://garymarcus.substack.com/p/how-come-smart-assistants-have-virtually
3e48ac253615,"When an influential economist Erik Brynjolfsson (then at MIT) complimented the article on Twitter, (“Thoughtful insights from @GaryMarcus on why deep learning won't get us all the way to artificial general intelligence”), Hinton’s long time associate Yann LeCun tried to contain the threat, immediately replying to Brynjolffson publicly that the paper was “Thoughtful, perhaps.",when an influential economist erik brynjolfsson then at mit complimented the article on twitter thoughtful insights from garymarcus on why deep learning wont get us all the way to artificial general intelligence hintons long time associate yann lecun tried to contain the threat immediately replying to brynjolffson publicly that the paper was thoughtful perhaps,limitation,2025-07-13,2025-07-13,1,how-o3-and-grok-4-accidentally-vindicated,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
53cec63c5bc9,"When AGI (artificial intelligence) comes, large language models like GPT-5 may be seen in hindsight as part of the eventual solution, but only as part of the solution . “Scaling” alone—building bigger and models until they absorb the entire internet — will prove useful, but only to a point.",when agi artificial intelligence comes large language models like gpt5 may be seen in hindsight as part of the eventual solution but only as part of the solution scaling alonebuilding bigger and models until they absorb the entire internet will prove useful but only to a point,forecast,2025-07-27,2025-07-27,1,what-to-expect-when-youre-expecting-62e,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
63cf94ac2e46,What was said is that we should expect to see GPT 4.5 soon.,what was said is that we should expect to see gpt 45 soon,forecast,2025-01-09,2025-01-09,1,agi-isnt-coming-in-2025-and-gpt-5,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5
7f3dc46ca59c,What was not said by the well informed source was that we should expect GPT-5 anytime soon.,what was not said by the well informed source was that we should expect gpt5 anytime soon,forecast,2025-01-09,2025-01-09,1,agi-isnt-coming-in-2025-and-gpt-5,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5
2626aa459f1c,"What Silicon Valley, and indeed the world, is waiting for, is GPT-4. § I guarantee that minds will be blown.",what silicon valley and indeed the world is waiting for is gpt4 i guarantee that minds will be blown,forecast,2023-02-15,2023-02-15,1,what-to-expect-when-youre-expecting,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
71f5e73eb1d8,What I think Musk is saying (based on this and similar but slightly clearer wording in March on the Joe Rogan show) is that AGI will be able to do any intellectual work that any human can do by the end of next year.,what i think musk is saying based on this and similar but slightly clearer wording in march on the joe rogan show is that agi will be able to do any intellectual work that any human can do by the end of next year,forecast,2024-04-14,2024-04-14,1,superhuman-agi-is-not-nigh,https://garymarcus.substack.com/p/superhuman-agi-is-not-nigh,https://garymarcus.substack.com/p/superhuman-agi-is-not-nigh
d972f72d1201,"What aspects of Cicero’s execution architecture, training architecture, or general methodological approach will be useful if we want to build an AI that is useful for some complex interaction with people outside the closed and limited world of Diplomacy?",what aspects of ciceros execution architecture training architecture or general methodological approach will be useful if we want to build an ai that is useful for some complex interaction with people outside the closed and limited world of diplomacy,forecast,2023-02-14,2023-02-14,1,what-does-meta-ais-diplomacy-winning,https://garymarcus.substack.com/p/what-does-meta-ais-diplomacy-winning,https://garymarcus.substack.com/p/what-does-meta-ais-diplomacy-winning
5b138525cbca,"We will publish a full report next week, but it is already clear that what we are finding poses serious challenges for generative AI.",we will publish a full report next week but it is already clear that what we are finding poses serious challenges for generative ai,forecast,2023-12-29,2023-12-29,1,things-are-about-to-get-a-lot-worse,https://garymarcus.substack.com/p/things-are-about-to-get-a-lot-worse,https://garymarcus.substack.com/p/things-are-about-to-get-a-lot-worse
837f47bbec67,"We will eventually see search engines that return neatly written paragraphs, and eventually see AI agents that can organize lives.",we will eventually see search engines that return neatly written paragraphs and eventually see ai agents that can organize lives,forecast,2023-10-27,2023-10-27,1,why-driverless-cars-mightor-might,https://garymarcus.substack.com/p/why-driverless-cars-mightor-might,https://garymarcus.substack.com/p/why-driverless-cars-mightor-might
e119fd565f45,"We will eventually get to something better, but continuing to put all our eggs in the Henrietta’s LLM basket is absurd to the point of being delusional .",we will eventually get to something better but continuing to put all our eggs in the henriettas llm basket is absurd to the point of being delusional,forecast,2025-05-05,2025-05-05,1,why-do-large-language-models-hallucinate,https://garymarcus.substack.com/p/why-do-large-language-models-hallucinate,https://garymarcus.substack.com/p/why-do-large-language-models-hallucinate
b68ed52fca61,"We should absolutely want any AI that is used for war to be as precise and reliable as possible, minimizing casualties, but we should also never forget that those who use them are responsible for decisions about how many casualties are acceptable.",we should absolutely want any ai that is used for war to be as precise and reliable as possible minimizing casualties but we should also never forget that those who use them are responsible for decisions about how many casualties are acceptable,prescription,2026-03-01,2026-03-01,1,is-ai-already-killing-people-by-accident,https://garymarcus.substack.com/p/is-ai-already-killing-people-by-accident,https://garymarcus.substack.com/p/is-ai-already-killing-people-by-accident
880fb90fbe69,We really should consider trying some other approaches to AI .,we really should consider trying some other approaches to ai,prescription,2024-02-08,2024-02-08,1,there-must-be-some-misunderstanding,https://garymarcus.substack.com/p/there-must-be-some-misunderstanding,https://garymarcus.substack.com/p/there-must-be-some-misunderstanding
86bccf67b69c,We need new approaches; current AI has been oversold.,we need new approaches current ai has been oversold,prescription,2023-02-17,2023-02-17,1,smells-a-little-bit-like-ai-winter,https://garymarcus.substack.com/p/smells-a-little-bit-like-ai-winter,https://garymarcus.substack.com/p/smells-a-little-bit-like-ai-winter
c72f4c635a10,"We honestly don’t know, but we do know that after 45 minutes of experiments, our time was up: God save Midjourney if they need to rely on ChatGPT. § The moral of this story, like the moral of so many others I have told, is that almost nothing in AI is truly trivial.",we honestly dont know but we do know that after 45 minutes of experiments our time was up god save midjourney if they need to rely on chatgpt the moral of this story like the moral of so many others i have told is that almost nothing in ai is truly trivial,prescription,2024-01-24,2024-01-24,1,no-multimodal-chatgpt-is-not-going,https://garymarcus.substack.com/p/no-multimodal-chatgpt-is-not-going,https://garymarcus.substack.com/p/no-multimodal-chatgpt-is-not-going
1bf0a2be6650,"We have been told that AI will “solve physics” (per Sam Altman), make major breakthroughs in medicine, battery technology, etc, but so far none of that has materialized.",we have been told that ai will solve physics per sam altman make major breakthroughs in medicine battery technology etc but so far none of that has materialized,forecast,2024-10-05,2024-10-05,1,eric-schmidts-risky-bet-on-ai-and,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and
10473130f07b,"We have atomic bombs and one crazy leader is what it will take for doom”; eventually, we might have AI that is equally risky in the hands of a desperate, deranged leader.",we have atomic bombs and one crazy leader is what it will take for doom eventually we might have ai that is equally risky in the hands of a desperate deranged leader,forecast,2023-08-27,2023-08-27,1,d28,https://garymarcus.substack.com/p/d28,https://garymarcus.substack.com/p/d28
47d17dfc8025,We have an ongoing bet with Christian Szegedy of x.ai as to when that process of formalization will become truly automated .) “ Our geometry experts and IMO medalists consider many AlphaGeometry solutions to exhibit superhuman creativity ” (from the same report).,we have an ongoing bet with christian szegedy of xai as to when that process of formalization will become truly automated our geometry experts and imo medalists consider many alphageometry solutions to exhibit superhuman creativity from the same report,forecast,2025-07-01,2025-07-01,1,alphageometry2-impressive-accomplishment,https://garymarcus.substack.com/p/alphageometry2-impressive-accomplishment,https://garymarcus.substack.com/p/alphageometry2-impressive-accomplishment
dc1671f6af00,"We have always felt that greater modularity will be a necessary part of future AI, and welcome these kinds of explorations. § Still Alpha Geometry2 is limited to problems that can be expressed in its particular symbolic language.",we have always felt that greater modularity will be a necessary part of future ai and welcome these kinds of explorations still alpha geometry2 is limited to problems that can be expressed in its particular symbolic language,forecast,2025-07-01,2025-07-01,1,alphageometry2-impressive-accomplishment,https://garymarcus.substack.com/p/alphageometry2-impressive-accomplishment,https://garymarcus.substack.com/p/alphageometry2-impressive-accomplishment
ec10fe705681,"We expect AI tools provide greater productivity benefits in other settings (e.g. on smaller projects, with less experienced developers, or with different quality standards).",we expect ai tools provide greater productivity benefits in other settings eg on smaller projects with less experienced developers or with different quality standards,forecast,2025-07-10,2025-07-10,1,breaking-news-ai-coding-may-not-be,https://garymarcus.substack.com/p/breaking-news-ai-coding-may-not-be,https://garymarcus.substack.com/p/breaking-news-ai-coding-may-not-be
781dc40c435a,We did find some visible improvement; the new version of GPT-3 was much less likely to give answers that were completely off the wall.,we did find some visible improvement the new version of gpt3 was much less likely to give answers that were completely off the wall,other,2023-02-18,2023-02-18,1,how-not-to-test-gpt-3,https://garymarcus.substack.com/p/how-not-to-test-gpt-3,https://garymarcus.substack.com/p/how-not-to-test-gpt-3
5834481a5cfb,"We can never guarantee that broad but shallow AI will be safe, or that it will be human-compatible (in the words of Stuart Russell), or that it will do what we ask of it. § For all these reasons, I propose that we call LLMs broad, shallow intelligence..",we can never guarantee that broad but shallow ai will be safe or that it will be humancompatible in the words of stuart russell or that it will do what we ask of it for all these reasons i propose that we call llms broad shallow intelligence,forecast,2025-01-14,2025-01-14,1,agi-versus-broad-shallow-intelligence,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence
