theme3_id,theme_label,target_mode,claim_type_mode,category_mode,falsifiability_tier_mode,first_date,last_date,c2_clusters_merged,claim_occurrences,distinct_posts_sum,horizon_values,goalpost_shift_candidate,representative_quote,cluster2_ids,source_urls
theme3_edacd814a9aa,hallucination_misinformation,ai_safety,predictive,prediction,tier_3,2023-02-14,2026-01-06,9,11,11,near_term,no,"If you don’t get a handle on the sea of misinformation, Twitter will drown in it.",cluster2_1450ca8b3a7c;cluster2_26e0189a6f88;cluster2_3b04ea466293;cluster2_5dca83675b2f;cluster2_841e64316024;cluster2_94de974940cc;cluster2_9a302b9fca86;cluster2_f92debba6b2a;cluster2_f9e714f7e044,https://garymarcus.substack.com/p/automatic-disinformation-threatens;https://garymarcus.substack.com/p/bravo-elonmusk-for-wanting-twitter;https://garymarcus.substack.com/p/dont-look-up-the-ai-edition;https://garymarcus.substack.com/p/inside-the-heart-of-chatgpts-darkness;https://garymarcus.substack.com/p/is-it-time-to-hit-the-pause-button;https://garymarcus.substack.com/p/should-we-worry-more-about-short;https://garymarcus.substack.com/p/six-months-after-the-pause-letter;https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e;https://garymarcus.substack.com/p/why-chatgpt-cant-be-trusted-with
theme3_9afbf59166e9,copyright_ip,llms,predictive,prediction,tier_1,2023-02-15,2025-07-27,9,11,11,2024-12-31,no,"When it comes out, it will totally eclipse ChatGPT; it’s safe bet that even more people will be talking about it..",cluster2_0442b59d24f6;cluster2_27263f2713b8;cluster2_5d53d2d3a2f7;cluster2_757d92826cf1;cluster2_772aa0112527;cluster2_8557f81ac735;cluster2_857d1c20b38c;cluster2_d5db8cbcf963;cluster2_d7ed858e9df3,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus;https://garymarcus.substack.com/p/getting-gpt-to-work-with-external;https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance;https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch;https://garymarcus.substack.com/p/the-long-shadow-of-gpt;https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e;https://garymarcus.substack.com/p/when-looked-at-carefully-openais
theme3_843083c99dae,hallucination_misinformation,llms,descriptive,technical_assessment,tier_3,2023-02-16,2025-12-01,11,11,11,,no,"If you treat ChatGPT as a sentient being, when it clearly is not, you are misleading the public into thinking ChatGPT is sentient; rather than communicating good science, you are hyping bullshit.",cluster2_102bebbe59bf;cluster2_3dead0b718e0;cluster2_4e5114d1c6d2;cluster2_6cb83b12e457;cluster2_8f966ddd439d;cluster2_9a5bec033295;cluster2_a453bdb54efd;cluster2_ab47c3eb54b3;cluster2_badbd11aabe1;cluster2_e168741f56d0;cluster2_ef7312c16783,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime;https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest;https://garymarcus.substack.com/p/evidence-that-llms-are-reaching-a;https://garymarcus.substack.com/p/five-ways-in-which-the-last-3-months;https://garymarcus.substack.com/p/humans-versus-machines-the-hallucination;https://garymarcus.substack.com/p/llms-dishonest-unpredictable-and;https://garymarcus.substack.com/p/scientists-please-dont-let-your-chatbots;https://garymarcus.substack.com/p/the-long-shadow-of-gpt;https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt;https://garymarcus.substack.com/p/two-years-later-deep-learning-is
theme3_1153785f29bf,safety_alignment,ai_safety,predictive,prediction,tier_3,2023-02-16,2026-02-23,11,11,11,near_term,no,"As such, I suspect we are indeed in almost perfect alignment as to the essence of the future except that we are slip sliding on the edges of these symbols.",cluster2_00cbaef0208a;cluster2_3dec21a8cf25;cluster2_4b86da1eec1b;cluster2_5620ee5cfe93;cluster2_a84b83e91e68;cluster2_a8c240732db5;cluster2_c38a5a07d625;cluster2_c69e931111d8;cluster2_f5aae2d10dd3;cluster2_f6e124c46c1e;cluster2_fb5aec239690,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime;https://garymarcus.substack.com/p/d28;https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness;https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and;https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted;https://garymarcus.substack.com/p/muddles-about-models;https://garymarcus.substack.com/p/turns-out-generative-ai-was-a-scam;https://garymarcus.substack.com/p/what-will-the-candidates-say-about;https://garymarcus.substack.com/p/why-californias-ai-safety-bill-should
theme3_0572199dc099,reasoning_common_sense,general_ai,normative,policy,tier_3,2023-02-11,2026-02-14,8,10,10,2016-12-31;2022-12-31,yes,"Ernie Davis and I pushed this idea in Rebooting AI; Brachmann and Levesque do even better here in the beautiful pass in their new book Machines Like Us, outlining what a minimal kernel of commonsense for an AI might look like : Humans know these things; if AI’s are to understand language, they should refract language through this sort basic understanding of common sense, rather than needlessly starting as blank slates and acquiring statistics without concepts.",cluster2_19e8b2680f29;cluster2_29a85a7a0dc7;cluster2_39a67cebaa8b;cluster2_58b81190bb46;cluster2_666fe4856715;cluster2_897356579f46;cluster2_d3981a54e2ae;cluster2_e8f5b74f7c7b,https://garymarcus.substack.com/p/decoding-and-debunking-hard-forks;https://garymarcus.substack.com/p/five-ways-in-which-the-last-3-months;https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated;https://garymarcus.substack.com/p/noam-chomsky-and-gpt-3;https://garymarcus.substack.com/p/nobel-prizes-and-the-ai-hype-hall;https://garymarcus.substack.com/p/race-statistics-and-the-persistent;https://garymarcus.substack.com/p/the-desperate-race-to-save-generative;https://garymarcus.substack.com/p/we-urgently-need-a-federal-law-forbidding;https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that
theme3_0645fb99675a,copyright_ip,general_ai,descriptive,technical_assessment,tier_2,2022-05-29,2025-07-15,10,10,10,2019-12-31,no,"(“Philosophy about symbols isn’t [needed]” is perhaps a rebuttal to my long-standing campaign to integrate symbol-manipulation into cognitive science and AI , recently resumed in Nautilus Magazine , though the argument is not fully spelled out.",cluster2_24202599a360;cluster2_523c4b92c841;cluster2_639d1d6870dc;cluster2_6e6cf4fa038b;cluster2_8c1d9800c957;cluster2_904ba2ea1010;cluster2_d5362b9b5fab;cluster2_e2b89e2a07b2;cluster2_eafd8cc6a66d;cluster2_f3f3dd741039,https://garymarcus.substack.com/p/could-gpt-5-revolutionize-military;https://garymarcus.substack.com/p/muddles-about-models;https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch;https://garymarcus.substack.com/p/sub-optimal;https://garymarcus.substack.com/p/the-new-science-of-alt-intelligence;https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over;https://garymarcus.substack.com/p/what-does-meta-ais-diplomacy-winning;https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
theme3_a708e869f9a5,hallucination_misinformation,llms,predictive,prediction,tier_1,2023-02-15,2025-12-30,7,9,9,2014-12-31;2023-12-31,yes,"Fluent hallucinations will still be common , and easily induced, continuing—and in in fact escalating— the risk of large language models being used as a tool for creating plausible-sounding yet false misinformation.",cluster2_629e75178dcd;cluster2_6b29ab6a716d;cluster2_7225e5cc81f2;cluster2_cc4a8b67b4f1;cluster2_f1c6dadd2d05;cluster2_f43c861495d1;cluster2_f75360944781,https://garymarcus.substack.com/p/ai-cartoon-of-the-year-and-five-rereadings;https://garymarcus.substack.com/p/bad-actors-are-grooming-llms-to-produce;https://garymarcus.substack.com/p/no-virginia-agi-is-not-imminent;https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic;https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e;https://garymarcus.substack.com/p/why-do-large-language-models-hallucinate
theme3_1229d1997f18,market_hype_bubble,llms,predictive,prediction,tier_2,2023-09-27,2025-08-20,8,9,9,2019-12-31;2025-12-31,yes,"I have no doubt, of course, that some AI companies will eventually merit these stratospheric valuations, but I am not convinced that a pure LLM play ever will.",cluster2_1323f7037f0d;cluster2_2cf7cf24caf4;cluster2_38cdda4c5a76;cluster2_503f6068e63d;cluster2_6febf436d423;cluster2_7a678d1ee722;cluster2_890c1bdf9999;cluster2_d12730d68eb5,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt;https://garymarcus.substack.com/p/are-llms-starting-to-become-a-sentient;https://garymarcus.substack.com/p/confirmed-llms-have-indeed-reached;https://garymarcus.substack.com/p/everything-i-warned-about-in-taming;https://garymarcus.substack.com/p/evidence-that-llms-are-reaching-a;https://garymarcus.substack.com/p/is-this-the-moment-when-the-generative;https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch;https://garymarcus.substack.com/p/top-5-reasons-openai-is-probably;https://garymarcus.substack.com/p/why-the-collapse-of-the-generative
theme3_9b38ae8cd486,safety_alignment,ai_safety,normative,policy,tier_3,2023-10-26,2025-07-15,8,9,9,,no,"Period. § The other thing that should be said is that certain people are hard at work denying that there is any AI risk at all, either long term or short, such as Marc Andreessen, trying to turn the question of whether to pursue AI safety at all into a debate.",cluster2_034a6ce6a467;cluster2_56297e69c634;cluster2_75a19b92f0a4;cluster2_89ebb6abcf1d;cluster2_94774f6d908f;cluster2_99e1ebe58db6;cluster2_c16765fd0c2d;cluster2_e2101051e230,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus;https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance;https://garymarcus.substack.com/p/disturbing-and-misleading-efforts;https://garymarcus.substack.com/p/information-pollution-reaches-new;https://garymarcus.substack.com/p/kara-swisher-sam-altman-and-the-openai;https://garymarcus.substack.com/p/technology-review-jumps-the-shark;https://garymarcus.substack.com/p/the-misguided-backlash-against-californias;https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
theme3_696ea994cd91,safety_alignment,ai_safety,causal,prediction,tier_2,2023-08-27,2025-06-23,9,9,9,2027-12-31,no,I do think there is a lot of risk that AI will cause chaos.,cluster2_1c799239d026;cluster2_42f5efa41493;cluster2_54733ae89498;cluster2_65f1bb9b3c04;cluster2_820bc8cd73a0;cluster2_cf0f534ef0af;cluster2_e928a0fa527f;cluster2_f2424b3bcf86;cluster2_f38689a0141c,https://garymarcus.substack.com/p/an-open-letter-to-fei-fei-li-concerning;https://garymarcus.substack.com/p/d28;https://garymarcus.substack.com/p/llms-dishonest-unpredictable-and;https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic;https://garymarcus.substack.com/p/the-misguided-backlash-against-californias;https://garymarcus.substack.com/p/the-sam-altman-playbook;https://garymarcus.substack.com/p/two-visions-of-ais-future;https://garymarcus.substack.com/p/when-it-comes-to-ai-policy-congress;https://garymarcus.substack.com/p/why-californias-ai-safety-bill-should
theme3_03bbb277b41d,copyright_ip,general_ai,predictive,prediction,tier_1,2023-02-14,2026-02-10,8,8,8,2001-12-31;2024-12-31;2026-12-31,yes,"What aspects of Cicero’s execution architecture, training architecture, or general methodological approach will be useful if we want to build an AI that is useful for some complex interaction with people outside the closed and limited world of Diplomacy?",cluster2_0e574251b500;cluster2_17c7e772b7fb;cluster2_2f4ad17f0289;cluster2_929eb1cd2f1e;cluster2_d36f004b16c8;cluster2_f11e503ec1e8;cluster2_f1af3589377c;cluster2_fe3ae5216bca,https://garymarcus.substack.com/p/ai-layoffs-productivity-and-the-klarna;https://garymarcus.substack.com/p/could-china-devastate-the-us-without;https://garymarcus.substack.com/p/my-conversation-with-chinas-victor;https://garymarcus.substack.com/p/no-rag-is-probably-not-going-to-rescue;https://garymarcus.substack.com/p/satya-nadella-and-the-three-stages;https://garymarcus.substack.com/p/some-disconcerting-facts-about-ai;https://garymarcus.substack.com/p/two-takes-on-ai-and-the-future-of;https://garymarcus.substack.com/p/what-does-meta-ais-diplomacy-winning
theme3_cb87e9ec1415,agi_timeline,agi,causal,prediction,tier_2,2023-02-16,2025-12-23,8,8,8,,no,"This seems like a really bad idea.) But we are not, per se, here to debate whether or not AGI will lead to the fall of civilization (not today, anyway); back to our original question of when it might arrive.",cluster2_17dc3911c496;cluster2_1f7c47d311dd;cluster2_228113d95d9a;cluster2_5a79c7de3e7c;cluster2_69be444f81b4;cluster2_874f173e3c1f;cluster2_b56d3d22fec9;cluster2_c7cc3adb7044,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime;https://garymarcus.substack.com/p/d28;https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why;https://garymarcus.substack.com/p/how-china-might-crush-the-west-in;https://garymarcus.substack.com/p/image-generation-still-crazy-after;https://garymarcus.substack.com/p/reports-of-the-birth-of-agi-are-greatly;https://garymarcus.substack.com/p/the-second-worst-100b-investment;https://garymarcus.substack.com/p/two-takes-on-ai-and-the-future-of
theme3_8fe53b7d86e3,regulation_policy,regulation,predictive,prediction,tier_3,2023-02-26,2026-02-01,8,8,8,,no,"Leave technology companies to their own devices, trust them to sort themselves out without any more regulations, and hope they will learn to corral their AI and find better, less chaotic ways of rolling them out.",cluster2_09289df32930;cluster2_0a4e4b67b36c;cluster2_0f1b7d917ca4;cluster2_34639c3c612b;cluster2_568908be270d;cluster2_58a81103f89e;cluster2_68ccc7882b9a;cluster2_7b5630cacd8e,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus;https://garymarcus.substack.com/p/give-me-compromise-or-give-me-chaos;https://garymarcus.substack.com/p/is-it-time-to-hit-the-pause-button;https://garymarcus.substack.com/p/is-the-white-houses-ai-policy-coherent;https://garymarcus.substack.com/p/openclaw-aka-moltbot-is-everywhere;https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and;https://garymarcus.substack.com/p/when-it-comes-to-ai-policy-congress
theme3_5f90b0708be7,copyright_ip,llms,descriptive,capability,tier_1,2023-02-11,2026-01-12,8,8,8,,no,"A system like GPT can thus be quite capable of predicting how any given set of words might be continued; if you say “it’s a nice day; the sky is __“, GPT may well anticipate that a typical human response would be to guess that the word “blue” likely comes next—without having a basis to understand what the word blue means, or why human beings like skies that are blue.",cluster2_261a64f68d6e;cluster2_3f56151a8a5e;cluster2_4a62dbc297b4;cluster2_7ce0b0be5d60;cluster2_9d940ed37422;cluster2_ac2edae528e6;cluster2_c1d696379cc0;cluster2_c69531d1b8f0,https://garymarcus.substack.com/p/a-knockout-blow-for-llms;https://garymarcus.substack.com/p/chatgpt-at-age-two;https://garymarcus.substack.com/p/genais-day-of-reckoning-may-have;https://garymarcus.substack.com/p/lets-be-honest-generative-ai-isnt;https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and;https://garymarcus.substack.com/p/noam-chomsky-and-gpt-3;https://garymarcus.substack.com/p/the-desperate-race-to-save-generative;https://garymarcus.substack.com/p/what-if-gpt-5-didnt-meet-expectations
theme3_fde6def617bf,scaling_limits,agi,predictive,prediction,tier_2,2023-02-11,2025-12-01,4,7,7,,no,"Where has his steelperson aspiration gone? 1 Another rhetorical trick is to paint me as a lone, lunatic voice, as if I were the only person doubting that scaling will get us to AGI (whatever that is) when in fact there are loads of people with similar concerns.",cluster2_2524d1975b5f;cluster2_6fc67030d52c;cluster2_a4faf65c6729;cluster2_d9938251ac9e,https://garymarcus.substack.com/p/august-5-2024-a-big-day-in-tech;https://garymarcus.substack.com/p/does-ai-really-need-a-paradigm-shift;https://garymarcus.substack.com/p/marcus-goes-gaga-over-gates-clip;https://garymarcus.substack.com/p/the-great-ai-retrenchment-has-begun;https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
theme3_aa23f30fb332,safety_alignment,llms,predictive,prediction,tier_1,2023-02-15,2025-12-09,5,7,7,2022-12-31,no,"And so, against the tremendous optimism for GPT-4 that I have heard from much the AI community, here are seven dark predictions: GPT-4 will still, like its predecessors, be a bull in a china shop, reckless and hard to control .",cluster2_2e8dd3eba05d;cluster2_9b70fb170a99;cluster2_a96df6a889fe;cluster2_cb480f17ae77;cluster2_ecbbea53d4ed,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and;https://garymarcus.substack.com/p/first-take-on-the-white-house-executive;https://garymarcus.substack.com/p/is-the-white-houses-ai-policy-coherent;https://garymarcus.substack.com/p/llms-dishonest-unpredictable-and;https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
theme3_8d9a23510bf7,openai_governance,general_ai,normative,policy,tier_3,2023-12-07,2025-11-18,6,7,7,,no,"If the Board was making a step towards bringing them back to their original mission, of AI for human interest rather than for profit, we should be praising them, not burying them.",cluster2_0df0de96fe9a;cluster2_134b3eda5f2b;cluster2_2a2d2d3e0129;cluster2_324ad0fbfbf2;cluster2_6e0b8af37c4d;cluster2_c36bc50f2359,https://garymarcus.substack.com/p/confirmed-llms-have-indeed-reached;https://garymarcus.substack.com/p/disturbing-and-misleading-efforts;https://garymarcus.substack.com/p/evidence-that-llms-are-reaching-a;https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread;https://garymarcus.substack.com/p/llms-coding-agents-security-nightmare;https://garymarcus.substack.com/p/not-consistently-candid
theme3_64bd8b6d3a0f,agents_reliability,general_ai,predictive,capability,tier_2,2023-10-27,2025-08-03,6,7,7,2025-12-31;near_term,yes,"We will eventually see search engines that return neatly written paragraphs, and eventually see AI agents that can organize lives.",cluster2_84ff11eec967;cluster2_b9d9b4239459;cluster2_bf7dec7e0820;cluster2_cd7b00efa88b;cluster2_d9c466e666f3;cluster2_e7782e3f32bd,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus;https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been;https://garymarcus.substack.com/p/ai-agents-hype-versus-reality-redux;https://garymarcus.substack.com/p/ai-coding-fantasy-meets-pac-man;https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic;https://garymarcus.substack.com/p/why-driverless-cars-mightor-might
theme3_e8ec12058b83,agi_timeline,general_ai,predictive,prediction,tier_1,2024-03-10,2025-11-21,6,7,7,2020-12-31;2027-12-31;within_10_years,yes,"It has flitted from fad to fad decade by decade, always promising the moon, and only occasionally delivering” Still true. “In November 2020, Hinton told MIT Technology Review that “deep learning is going to be able to do everything.” I seriously doubt it.",cluster2_3b1b97b8ccf6;cluster2_4bbfb4ff7e9a;cluster2_589cc88115b3;cluster2_7b236f6e9099;cluster2_aeb9331d0864;cluster2_e15a013b83e9,https://garymarcus.substack.com/p/ai-has-sort-of-passed-the-turing;https://garymarcus.substack.com/p/breaking-the-ai-2027-doomsday-scenario;https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness;https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic;https://garymarcus.substack.com/p/this-one-important-fact-about-current;https://garymarcus.substack.com/p/two-years-later-deep-learning-is
theme3_da5470fb91d7,market_hype_bubble,general_ai,predictive,industry_market,tier_3,2023-10-27,2026-01-06,7,7,7,2025-12-31,no,"I agree that if Alphabet pull the plug, there will likely be a self-driving winter across the industry (though for now players like Aurora and Waabi may still have plenty of cash).",cluster2_25c77a574690;cluster2_2cfff3b7fbc1;cluster2_6e695ed1d096;cluster2_6f7fc09a96c4;cluster2_7a89837a0a91;cluster2_802b22d16264;cluster2_fbbd6b0d3f90,https://garymarcus.substack.com/p/genais-day-of-reckoning-may-have;https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and;https://garymarcus.substack.com/p/what-has-and-has-not-changed-in-the;https://garymarcus.substack.com/p/when-it-comes-to-ai-policy-congress;https://garymarcus.substack.com/p/why-driverless-cars-mightor-might;https://garymarcus.substack.com/p/why-the-collapse-of-the-generative
theme3_331c20da7676,safety_alignment,regulation,normative,policy,tier_3,2023-02-26,2025-05-14,7,7,7,,no,"The global absence of a comprehensive policy framework to ensure AI alignment - that is, safeguards to ensure an AI's function doesn't harm humans - begs for a new approach.",cluster2_0c0ca3102877;cluster2_18aed017ad77;cluster2_2419a865a75d;cluster2_27700d1cd349;cluster2_48f5e1d43718;cluster2_4a9742481539;cluster2_ceed7c66cb6e,https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance;https://garymarcus.substack.com/p/d28;https://garymarcus.substack.com/p/give-me-compromise-or-give-me-chaos;https://garymarcus.substack.com/p/is-it-time-to-hit-the-pause-button;https://garymarcus.substack.com/p/when-it-comes-to-ai-policy-congress;https://garymarcus.substack.com/p/why-californias-ai-safety-bill-should
theme3_1421096bca2e,scaling_limits,general_ai,descriptive,technical_assessment,tier_2,2023-02-11,2025-12-09,6,6,6,,no,"As Brenden Lake and Greg Murphy have put it , that’s not enough, “Current models are too strongly linked to the text-based patterns in large corpora, and too weakly linked to the desires, goals, and beliefs that people express through words.” The act of referring involves (at least) the speaker, the utterance, the context, and some properties of the external world; the interactions and dependencie s between such things simply are not present in most current AI models.",cluster2_193ea7785809;cluster2_510715dd4d30;cluster2_99732fe669f0;cluster2_a33bb1b67f02;cluster2_aa9291a8403d;cluster2_de63f02252a7,https://garymarcus.substack.com/p/an-ai-rumor-you-wont-want-to-miss;https://garymarcus.substack.com/p/are-social-media-and-coordinated;https://garymarcus.substack.com/p/game-over-for-pure-llms-even-turing;https://garymarcus.substack.com/p/is-the-white-houses-ai-policy-coherent;https://garymarcus.substack.com/p/three-ideas-from-linguistics-that;https://garymarcus.substack.com/p/what-if-generative-ai-turned-out
theme3_5bb7238346d7,reasoning_common_sense,agi,predictive,prediction,tier_1,2023-02-16,2025-08-09,6,6,6,2062-12-31,no,"I expect for example that physical reasoning will improve (a radical boon for domestic robots) before psychological reasoning; there won’t be a magic day in which we say “aha AGI landed on January 27, 2062” or whatever it is.",cluster2_23e68513f1f4;cluster2_582ab5c77c5d;cluster2_ac12b937c62f;cluster2_b2f00526946c;cluster2_ee92ec4e7a8c;cluster2_f4fdda54ded8,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime;https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why;https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance;https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming;https://garymarcus.substack.com/p/o3-agi-the-art-of-the-demo-and-what
theme3_b0820e15e283,regulation_policy,regulation,descriptive,capability,tier_2,2023-11-20,2025-12-13,6,6,6,,no,"The schisms on display there highlight the fact that we cannot rely purely on the companies to self-regulate AI, wherein even their own internal governance can be deeply conflicted.",cluster2_02d29a221c41;cluster2_3957ce962c19;cluster2_4936d6eeff04;cluster2_67c020f6b6eb;cluster2_dcfeb9f67d60;cluster2_e7a75c4d7556,https://garymarcus.substack.com/p/a-deeply-implausible-premise-is-behind;https://garymarcus.substack.com/p/open-letter-to-all-eu-leaders;https://garymarcus.substack.com/p/the-desperate-race-to-save-generative;https://garymarcus.substack.com/p/the-misguided-backlash-against-californias;https://garymarcus.substack.com/p/two-visions-of-ais-future
theme3_1171c23b8fe5,openai_governance,openai,normative,policy,tier_3,2023-02-21,2024-10-24,3,5,5,2023-12-31,no,"Feb 2, 2023: Microsoft President Brad Smith, an attorney who was once their General Counsel, positions Microsoft as the responsible AI company , with the first boldfaced principle being “First, we must ensure that AI is built and used responsibly and ethically”, and noting “First, these issues are too important to be left to technologists alone.” Feb 6, 2023: Bing chat is released, in tandem with OpenAI, to enormous initial acclaim.",cluster2_0891c70e894b;cluster2_305ce01dd76b;cluster2_f85791e5917a,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness;https://garymarcus.substack.com/p/scarjo-is-just-the-tip-of-the-iceberg;https://garymarcus.substack.com/p/the-irony-and-the-agony-of-elon-musks;https://garymarcus.substack.com/p/what-did-they-know-and-when-did-they;https://garymarcus.substack.com/p/what-should-we-learn-from-openais
theme3_4fc5744321e5,reasoning_common_sense,agi,normative,policy,tier_3,2022-05-29,2025-12-17,4,5,5,,no,"The bottom line is this, something that AI once cherished but has now forgotten: If we are to build AGI, we are going to need to learn something from humans, how they reason and understand the physical world, and how they represent and acquire language and complex concepts.",cluster2_4baf3df608c6;cluster2_5e23c120516b;cluster2_6e35d15ac55b;cluster2_f4a43112a11a,https://garymarcus.substack.com/p/breaking-news-scale-is-all-you-need;https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why;https://garymarcus.substack.com/p/humans-versus-machines-the-hallucination;https://garymarcus.substack.com/p/seven-replies-to-the-viral-apple;https://garymarcus.substack.com/p/the-new-science-of-alt-intelligence
theme3_315a8368ec1c,scaling_limits,llms,predictive,prediction,tier_2,2023-02-13,2025-07-27,4,5,5,within_10_years,no,"LeCun and his collaborator Browning make a strong case that language input alone (which is the kind of thing that GPT-3 is trained on) is not enough, writing an essay called AI And The Limits Of Language arguing that “A system trained on language alone will never approximate human intelligence, even if trained from now until the heat death of the universe.” But here again there’s a lack of credit.",cluster2_0c058feafc9a;cluster2_2f73455ba9d2;cluster2_37a8622daf7a;cluster2_856ccc515e34,https://garymarcus.substack.com/p/a-new-ai-scaling-law-shell-game;https://garymarcus.substack.com/p/confirmed-llms-have-indeed-reached;https://garymarcus.substack.com/p/how-new-are-yann-lecuns-new-ideas;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting;https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
theme3_2cc418f5064a,scaling_limits,general_ai,predictive,prediction,tier_1,2023-08-24,2025-12-20,5,5,5,2025-12-31,no,"Quoting further, “Nearly 70% of respondents to the S&P Global survey said they have at least one AI project in production... but about half of those companies (31% of respondents) are still in pilot or proof-of-concept stage, outnumbering those who have reached enterprise scale with an AI project (28% of total respondents).” And of course not every enterprise-scale experiment will be successful.",cluster2_145640dc2744;cluster2_335fc42188aa;cluster2_510dee98ff76;cluster2_97b98e0a97eb;cluster2_b4313a3cfb16,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus;https://garymarcus.substack.com/p/six-or-seven-predictions-for-ai-2026;https://garymarcus.substack.com/p/the-rise-and-fall-of-chatgpt
theme3_fa38c07be4e7,safety_alignment,general_ai,normative,policy,tier_3,2023-11-25,2026-02-26,5,5,5,2014-12-31,no,"The point of AI should not be to replicate us, but to supplement us, where we are cognitively frail (calculators are great at that! and spreadsheets! and databases!), and to pitch where we would prefer not to go, helping us, for example, with jobs that robotics call “dull, dirty, and dangerous”.",cluster2_008bc7b600e9;cluster2_04615a662780;cluster2_60a0f9ed211a;cluster2_92b7579849eb;cluster2_96ba65e917af,https://garymarcus.substack.com/p/ai-versus-the-clumsy-human-mind;https://garymarcus.substack.com/p/america-and-probably-the-world-stands;https://garymarcus.substack.com/p/an-epidemic-of-weirdly-precise-ai;https://garymarcus.substack.com/p/deepmind-and-openai-achieve-imo-gold;https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
theme3_5050e9c2cf3b,safety_alignment,regulation,descriptive,technical_assessment,tier_2,2023-06-08,2026-02-01,5,5,5,,no,"We would never leave the pharmaceutical industry to entirely self-regulate itself, and we shouldn’t leave AI to do so, either.",cluster2_5f80d701097a;cluster2_614bae93ae1b;cluster2_ba7cbfcacafb;cluster2_fead9e87127d;cluster2_ff49e921456d,https://garymarcus.substack.com/p/automatic-disinformation-threatens;https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness;https://garymarcus.substack.com/p/give-me-compromise-or-give-me-chaos;https://garymarcus.substack.com/p/openclaw-aka-moltbot-is-everywhere;https://garymarcus.substack.com/p/two-models-of-ai-oversight-and-how
